Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-02
Time (HH:MM:SS):	17:39:10
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           76 	
        2	           68 	
        3	           84 	
        4	           62 	
        5	           72 	
        6	           64 	
        7	           72 	
        8	           74 	
        9	           58 	
       10	           64 	
       11	           57 	
       12	           57 	
       13	           64 	
       14	           61 	
       15	           69 	
       16	           57 	
       17	           65 	
       18	           58 	
       19	           80 	
       20	           67 	
       21	           69 	
       22	           61 	
       23	           69 	
       24	           69 	
       25	           65 	
       26	           72 	
       27	           61 	
       28	           62 	
       29	           74 	
       30	           45 	
       31	           67 	
       32	           74 	
       33	           64 	
       34	           69 	
       35	           61 	
       36	           54 	
       37	           83 	
       38	           55 	
       39	           58 	
       40	           69 	
       41	           65 	
       42	           68 	
       43	           71 	
       44	           66 	
       45	           71 	
       46	           56 	
       47	           58 	
       48	           74 	
       49	           58 	
       50	           61 	
       51	           64 	
       52	           56 	
       53	           74 	
       54	           65 	
       55	           69 	
       56	           70 	
       57	           56 	
       58	           63 	
       59	           66 	
       60	           55 	
       61	           79 	
       62	           74 	
       63	           61 	
       64	           68 	
       65	           73 	
       66	           64 	
       67	           74 	
       68	           54 	
       69	           76 	
       70	           66 	
       71	           73 	
       72	           54 	
       73	           55 	
       74	           75 	
       75	           67 	
       76	           53 	
       77	           63 	
       78	           71 	
       79	           76 	
       80	           71 	
       81	           83 	
       82	           65 	
       83	           63 	
       84	           76 	
       85	           57 	
       86	           59 	
       87	           65 	
       88	           64 	
       89	           63 	
       90	           82 	
       91	           53 	
       92	           74 	
       93	           68 	
       94	           71 	
       95	           76 	
       96	           78 	
       97	           65 	
       98	           71 	
       99	           72 	
      100	           67 	
