Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-08-15
Time (HH:MM:SS):	15:10:53
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	5000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           29 	
        2	           25 	
        3	           24 	
        4	           23 	
        5	           23 	
        6	           34 	
        7	           26 	
        8	           39 	
        9	           29 	
       10	           21 	
       11	           29 	
       12	           21 	
       13	           27 	
       14	           32 	
       15	           18 	
       16	           39 	
       17	           28 	
       18	           24 	
       19	           27 	
       20	           14 	
       21	           21 	
       22	           22 	
       23	           27 	
       24	           24 	
       25	           19 	
       26	           32 	
       27	           19 	
       28	           20 	
       29	           20 	
       30	           24 	
       31	           28 	
       32	           23 	
       33	           30 	
       34	           23 	
       35	           28 	
       36	           19 	
       37	           22 	
       38	           24 	
       39	           24 	
       40	           25 	
       41	           27 	
       42	           19 	
       43	           29 	
       44	           27 	
       45	           23 	
       46	           18 	
       47	           20 	
       48	           27 	
       49	           25 	
       50	           17 	
       51	           30 	
       52	           20 	
       53	           33 	
       54	           23 	
       55	           33 	
       56	           31 	
       57	           36 	
       58	           21 	
       59	           16 	
       60	           27 	
       61	           27 	
       62	           28 	
       63	           34 	
       64	           20 	
       65	           24 	
       66	           28 	
       67	           22 	
       68	           26 	
       69	           29 	
       70	           25 	
       71	           21 	
       72	           18 	
       73	           30 	
       74	           23 	
       75	           26 	
       76	           19 	
       77	           26 	
       78	           29 	
       79	           38 	
       80	           29 	
       81	           18 	
       82	           20 	
       83	           31 	
       84	           30 	
       85	           27 	
       86	           31 	
       87	           26 	
       88	           18 	
       89	           26 	
       90	           38 	
       91	           21 	
       92	           30 	
       93	           22 	
       94	           33 	
       95	           29 	
       96	           27 	
       97	           23 	
       98	           22 	
       99	           29 	
      100	           30 	
      101	           28 	
      102	           29 	
      103	           33 	
      104	           34 	
      105	           29 	
      106	           34 	
      107	           13 	
      108	           32 	
      109	           18 	
      110	           32 	
      111	           21 	
      112	           22 	
      113	           24 	
      114	           33 	
      115	           21 	
      116	           27 	
      117	           24 	
      118	           29 	
      119	           20 	
      120	           17 	
      121	           26 	
      122	           21 	
      123	           26 	
      124	           26 	
      125	           22 	
      126	           37 	
      127	           23 	
      128	           28 	
      129	           26 	
      130	           25 	
      131	           31 	
      132	           28 	
      133	           32 	
      134	           21 	
      135	           34 	
      136	           25 	
      137	           18 	
      138	           30 	
      139	           28 	
      140	           26 	
      141	           27 	
      142	           28 	
      143	           28 	
      144	           26 	
      145	           25 	
      146	           32 	
      147	           22 	
      148	           24 	
      149	           21 	
      150	           28 	
      151	           33 	
      152	           19 	
      153	           29 	
      154	           30 	
      155	           24 	
      156	           28 	
      157	           24 	
      158	           22 	
      159	           20 	
      160	           22 	
      161	           27 	
      162	           25 	
      163	           19 	
      164	           31 	
      165	           27 	
      166	           37 	
      167	           23 	
      168	           24 	
      169	           15 	
      170	           26 	
      171	           31 	
      172	           29 	
      173	           12 	
      174	           20 	
      175	           28 	
      176	           24 	
      177	           28 	
      178	           31 	
      179	           26 	
      180	           30 	
      181	           34 	
      182	           29 	
      183	           28 	
      184	           22 	
      185	           18 	
      186	           30 	
      187	           33 	
      188	           23 	
      189	           25 	
      190	           25 	
      191	           20 	
      192	           23 	
      193	           16 	
      194	           29 	
      195	           23 	
      196	           28 	
      197	           27 	
      198	           25 	
      199	           29 	
      200	           22 	
      201	           26 	
      202	           19 	
      203	           22 	
      204	           27 	
      205	           29 	
      206	           33 	
      207	           30 	
      208	           23 	
      209	           26 	
      210	           18 	
      211	           23 	
      212	           18 	
      213	           25 	
      214	           23 	
      215	           25 	
      216	           26 	
      217	           29 	
      218	           16 	
      219	           21 	
      220	           18 	
      221	           24 	
      222	           26 	
      223	           27 	
      224	           22 	
      225	           30 	
      226	           29 	
      227	           24 	
      228	           18 	
      229	           19 	
      230	           21 	
      231	           29 	
      232	           28 	
      233	           32 	
      234	           26 	
      235	           24 	
      236	           26 	
      237	           25 	
      238	           26 	
      239	           23 	
      240	           15 	
      241	           25 	
      242	           19 	
      243	           29 	
      244	           28 	
      245	           30 	
      246	           17 	
      247	           21 	
      248	           30 	
      249	           25 	
      250	           25 	
      251	           16 	
      252	           22 	
      253	           27 	
      254	           27 	
      255	           31 	
      256	           29 	
      257	           28 	
      258	           27 	
      259	           27 	
      260	           39 	
      261	           22 	
      262	           22 	
      263	           26 	
      264	           27 	
      265	           24 	
      266	           17 	
      267	           15 	
      268	           26 	
      269	           24 	
      270	           24 	
      271	           31 	
      272	           23 	
      273	           25 	
      274	           25 	
      275	           35 	
      276	           34 	
      277	           19 	
      278	           35 	
      279	           20 	
      280	           24 	
      281	           20 	
      282	           20 	
      283	           36 	
      284	           26 	
      285	           27 	
      286	           31 	
      287	           32 	
      288	           29 	
      289	           29 	
      290	           30 	
      291	           16 	
      292	           36 	
      293	           26 	
      294	           27 	
      295	           22 	
      296	           27 	
      297	           24 	
      298	           22 	
      299	           29 	
      300	           31 	
      301	           20 	
      302	           39 	
      303	           26 	
      304	           30 	
      305	           21 	
      306	           28 	
      307	           23 	
      308	           29 	
      309	           37 	
      310	           19 	
      311	           23 	
      312	           19 	
      313	           30 	
      314	           33 	
      315	           24 	
      316	           34 	
      317	           26 	
      318	           27 	
      319	           26 	
      320	           28 	
      321	           27 	
      322	           23 	
      323	           15 	
      324	           22 	
      325	           25 	
      326	           24 	
      327	           27 	
      328	           29 	
      329	           31 	
      330	           23 	
      331	           18 	
      332	           34 	
      333	           29 	
      334	           29 	
      335	           32 	
      336	           26 	
      337	           26 	
      338	           33 	
      339	           33 	
      340	           31 	
      341	           20 	
      342	           28 	
      343	           22 	
      344	           26 	
      345	           31 	
      346	           38 	
      347	           30 	
      348	           26 	
      349	           22 	
      350	           34 	
      351	           25 	
      352	           25 	
      353	           29 	
      354	           27 	
      355	           19 	
      356	           24 	
      357	           29 	
      358	           25 	
      359	           39 	
      360	           29 	
      361	           29 	
      362	           30 	
      363	           42 	
      364	           27 	
      365	           19 	
      366	           36 	
      367	           28 	
      368	           31 	
      369	           30 	
      370	           32 	
      371	           16 	
      372	           31 	
      373	           22 	
      374	           30 	
      375	           29 	
      376	           18 	
      377	           19 	
      378	           25 	
      379	           21 	
      380	           26 	
      381	           28 	
      382	           28 	
      383	           25 	
      384	           28 	
      385	           18 	
      386	           25 	
      387	           21 	
      388	           24 	
      389	           27 	
      390	           29 	
      391	           21 	
      392	           28 	
      393	           26 	
      394	           21 	
      395	           27 	
      396	           33 	
      397	           24 	
      398	           34 	
      399	           31 	
      400	           25 	
      401	           32 	
      402	           27 	
      403	           18 	
      404	           25 	
      405	           32 	
      406	           23 	
      407	           24 	
      408	           30 	
      409	           22 	
      410	           17 	
      411	           23 	
      412	           23 	
      413	           28 	
      414	           32 	
      415	           34 	
      416	           28 	
      417	           28 	
      418	           23 	
      419	           22 	
      420	           24 	
      421	           31 	
      422	           16 	
      423	           24 	
      424	           35 	
      425	           21 	
      426	           26 	
      427	           26 	
      428	           33 	
      429	           32 	
      430	           34 	
      431	           35 	
      432	           24 	
      433	           21 	
      434	           27 	
      435	           28 	
      436	           21 	
      437	           24 	
      438	           26 	
      439	           27 	
      440	           36 	
      441	           27 	
      442	           26 	
      443	           27 	
      444	           22 	
      445	           34 	
      446	           19 	
      447	           27 	
      448	           28 	
      449	           26 	
      450	           26 	
      451	           23 	
      452	           22 	
      453	           24 	
      454	           19 	
      455	           25 	
      456	           23 	
      457	           31 	
      458	           18 	
      459	           22 	
      460	           22 	
      461	           30 	
      462	           17 	
      463	           21 	
      464	           14 	
      465	           25 	
      466	           23 	
      467	           20 	
      468	           24 	
      469	           30 	
      470	           19 	
      471	           32 	
      472	           16 	
      473	           31 	
      474	           23 	
      475	           19 	
      476	           29 	
      477	           34 	
      478	           21 	
      479	           20 	
      480	           31 	
      481	           24 	
      482	           31 	
      483	           26 	
      484	           21 	
      485	           35 	
      486	           30 	
      487	           25 	
      488	           12 	
      489	           31 	
      490	           24 	
      491	           22 	
      492	           24 	
      493	           34 	
      494	           18 	
      495	           30 	
      496	           25 	
      497	           27 	
      498	           35 	
      499	           26 	
      500	           36 	
      501	           31 	
      502	           24 	
      503	           34 	
      504	           17 	
      505	           20 	
      506	           31 	
      507	           19 	
      508	           27 	
      509	           31 	
      510	           20 	
      511	           24 	
      512	           20 	
      513	           20 	
      514	           21 	
      515	           27 	
      516	           25 	
      517	           37 	
      518	           33 	
      519	           37 	
      520	           20 	
      521	           26 	
      522	           30 	
      523	           27 	
      524	           30 	
      525	           25 	
      526	           32 	
      527	           31 	
      528	           26 	
      529	           27 	
      530	           29 	
      531	           26 	
      532	           36 	
      533	           35 	
      534	           24 	
      535	           40 	
      536	           21 	
      537	           22 	
      538	           26 	
      539	           27 	
      540	           34 	
      541	           23 	
      542	           29 	
      543	           22 	
      544	           26 	
      545	           25 	
      546	           28 	
      547	           29 	
      548	           30 	
      549	           23 	
      550	           19 	
      551	           19 	
      552	           27 	
      553	           31 	
      554	           32 	
      555	           27 	
      556	           19 	
      557	           31 	
      558	           22 	
      559	           26 	
      560	           24 	
      561	           21 	
      562	           23 	
      563	           31 	
      564	           38 	
      565	           26 	
      566	           26 	
      567	           16 	
      568	           29 	
      569	           23 	
      570	           24 	
      571	           27 	
      572	           23 	
      573	           25 	
      574	           26 	
      575	           27 	
      576	           17 	
      577	           25 	
      578	           33 	
      579	           24 	
      580	           26 	
      581	           31 	
      582	           31 	
      583	           27 	
      584	           25 	
      585	           14 	
      586	           27 	
      587	           28 	
      588	           40 	
      589	           31 	
      590	           21 	
      591	           25 	
      592	           28 	
      593	           24 	
      594	           30 	
      595	           33 	
      596	           20 	
      597	           24 	
      598	           23 	
      599	           26 	
      600	           35 	
      601	           23 	
      602	           30 	
      603	           26 	
      604	           30 	
      605	           21 	
      606	           28 	
      607	           28 	
      608	           25 	
      609	           39 	
      610	           22 	
      611	           20 	
      612	           25 	
      613	           30 	
