# bins en theta = 310.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	207	207000.000
2	195	195000.000
3	188	188000.000
4	175	175000.000
5	186	186000.000
6	181	181000.000
7	187	187000.000
8	180	180000.000
9	181	181000.000
10	187	187000.000
11	197	197000.000
12	167	167000.000
13	178	178000.000
14	193	193000.000
15	182	182000.000
16	204	204000.000
17	184	184000.000
18	199	199000.000
19	185	185000.000
20	174	174000.000
21	175	175000.000
22	183	183000.000
23	177	177000.000
24	188	188000.000
25	215	215000.000
26	188	188000.000
27	188	188000.000
28	182	182000.000
29	205	205000.000
30	195	195000.000
31	176	176000.000
32	192	192000.000
33	207	207000.000
34	206	206000.000
35	194	194000.000
36	206	206000.000
37	204	204000.000
38	191	191000.000
39	178	178000.000
40	198	198000.000
41	180	180000.000
42	174	174000.000
43	180	180000.000
44	194	194000.000
45	173	173000.000
46	204	204000.000
47	181	181000.000
48	177	177000.000
49	188	188000.000
50	193	193000.000
51	174	174000.000
52	179	179000.000
53	166	166000.000
54	177	177000.000
55	195	195000.000
56	183	183000.000
57	167	167000.000
58	180	180000.000
59	183	183000.000
60	183	183000.000
61	175	175000.000
62	190	190000.000
63	193	193000.000
64	191	191000.000
65	182	182000.000
66	175	175000.000
67	197	197000.000
68	166	166000.000
69	156	156000.000
70	184	184000.000
71	185	185000.000
72	182	182000.000
73	191	191000.000
74	200	200000.000
75	190	190000.000
76	188	188000.000
77	214	214000.000
78	197	197000.000
79	202	202000.000
80	177	177000.000
81	186	186000.000
82	205	205000.000
83	187	187000.000
84	183	183000.000
85	171	171000.000
86	190	190000.000
87	189	189000.000
88	180	180000.000
89	197	197000.000
90	188	188000.000
91	168	168000.000
92	190	190000.000
93	162	162000.000
94	177	177000.000
95	214	214000.000
96	184	184000.000
97	186	186000.000
98	166	166000.000
99	198	198000.000
100	201	201000.000
101	178	178000.000
102	185	185000.000
103	196	196000.000
104	170	170000.000
105	198	198000.000
106	196	196000.000
107	168	168000.000
108	176	176000.000
109	201	201000.000
110	195	195000.000
111	175	175000.000
112	182	182000.000
113	161	161000.000
114	191	191000.000
115	176	176000.000
116	177	177000.000
117	199	199000.000
118	175	175000.000
119	216	216000.000
120	195	195000.000
121	181	181000.000
122	185	185000.000
123	187	187000.000
124	160	160000.000
125	193	193000.000
126	197	197000.000
127	205	205000.000
128	200	200000.000
129	214	214000.000
130	178	178000.000
131	174	174000.000
132	180	180000.000
133	173	173000.000
134	187	187000.000
135	165	165000.000
136	187	187000.000
137	160	160000.000
138	172	172000.000
139	171	171000.000
140	185	185000.000
141	194	194000.000
142	219	219000.000
143	201	201000.000
144	197	197000.000
145	187	187000.000
146	181	181000.000
147	188	188000.000
148	181	181000.000
149	179	179000.000
150	187	187000.000
151	185	185000.000
152	177	177000.000
153	184	184000.000
154	181	181000.000
155	184	184000.000
156	201	201000.000
157	188	188000.000
158	209	209000.000
159	192	192000.000
160	186	186000.000
161	203	203000.000
162	188	188000.000
163	219	219000.000
164	187	187000.000
165	181	181000.000
166	201	201000.000
167	175	175000.000
168	165	165000.000
169	196	196000.000
170	179	179000.000
171	151	151000.000
172	202	202000.000
173	202	202000.000
174	188	188000.000
175	154	154000.000
176	187	187000.000
177	171	171000.000
178	196	196000.000
179	204	204000.000
180	172	172000.000
181	192	192000.000
182	175	175000.000
183	193	193000.000
184	191	191000.000
185	184	184000.000
186	190	190000.000
187	189	189000.000
188	192	192000.000
189	196	196000.000
190	181	181000.000
191	187	187000.000
192	172	172000.000
193	190	190000.000
194	175	175000.000
195	191	191000.000
196	212	212000.000
197	197	197000.000
198	203	203000.000
199	189	189000.000
200	179	179000.000
201	182	182000.000
202	193	193000.000
203	194	194000.000
204	171	171000.000
205	204	204000.000
206	180	180000.000
207	166	166000.000
208	190	190000.000
209	211	211000.000
210	179	179000.000
211	160	160000.000
212	196	196000.000
213	194	194000.000
214	169	169000.000
215	203	203000.000
216	187	187000.000
217	183	183000.000
218	183	183000.000
219	196	196000.000
220	173	173000.000
221	177	177000.000
222	198	198000.000
223	187	187000.000
224	188	188000.000
225	194	194000.000
226	179	179000.000
227	154	154000.000
228	178	178000.000
229	182	182000.000
230	172	172000.000
231	196	196000.000
232	181	181000.000
233	194	194000.000
234	222	222000.000
235	199	199000.000
236	185	185000.000
237	189	189000.000
238	188	188000.000
239	193	193000.000
240	173	173000.000
241	184	184000.000
242	202	202000.000
243	181	181000.000
244	193	193000.000
245	187	187000.000
246	170	170000.000
247	187	187000.000
248	175	175000.000
249	204	204000.000
250	195	195000.000
251	183	183000.000
252	165	165000.000
253	176	176000.000
254	190	190000.000
255	188	188000.000
256	187	187000.000
257	176	176000.000
258	183	183000.000
259	179	179000.000
260	175	175000.000
261	180	180000.000
262	188	188000.000
263	161	161000.000
264	192	192000.000
265	185	185000.000
266	179	179000.000
267	185	185000.000
268	162	162000.000
269	179	179000.000
270	183	183000.000
271	206	206000.000
272	171	171000.000
273	179	179000.000
274	170	170000.000
275	197	197000.000
276	200	200000.000
277	218	218000.000
278	178	178000.000
279	169	169000.000
280	191	191000.000
281	182	182000.000
282	171	171000.000
