1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4492	4321	1152	2510	878	1654	2256	0	1118	1343	2082	0	0	0	0
0	0	0	0	1318	3486	1006	1984	1566	2125	0	1722	801	0	1618	853	1023	1077	1592	0	0
0	0	0	0	2774	1497	1155	1342	1013	1373	0	1304	1105	1168	1333	878	0	1017	0	1194	0
0	0	0	1792	3972	1580	0	1353	855	1078	1923	0	1348	0	0	0	0	1137	1075	0	2015
0	0	0	3944	0	1821	2077	1184	0	1110	1067	1516	1753	0	1026	1093	0	0	0	1376	0
0	0	1907	3164	1146	692	890	1291	948	0	1333	778	1211	1517	1138	0	1150	954	0	0	1404
0	0	1750	1223	2115	1461	1477	0	827	1882	1280	0	0	943	0	0	1119	0	0	0	0
0	0	2364	3261	1878	2136	1787	1207	0	0	1684	0	1109	1305	0	1144	0	0	0	942	1378
0	0	1831	1936	1157	1975	1710	0	0	0	835	0	0	0	0	0	1110	0	1424	0	910
0	0	1342	3931	2476	2528	1665	1036	1502	0	0	0	0	0	0	0	0	1063	0	1065	1133
0	0	2198	5279	1734	0	0	0	1450	1269	0	950	992	1223	1116	1273	995	810	1181	0	0
0	0	0	6828	1873	1022	2672	2054	666	887	1376	0	0	1258	1057	1311	0	0	1832	581	0
0	0	0	3596	4609	0	1361	3015	1244	0	0	1001	739	0	0	1256	973	706	0	1684	3884
0	0	0	0	5979	1820	1543	1896	2174	1865	1711	0	1337	933	718	1184	0	1557	1304	1306	1917
0	0	0	0	0	7213	4631	1842	2455	1868	1871	689	1993	581	0	2410	0	2089	1358	3966	0
0	0	0	0	0	1658	3994	5570	1076	4328	2695	582	1037	0	1292	2750	764	2794	4853	0	0
0	0	0	0	0	0	0	5115	10155	5918	3324	934	1732	996	3240	6926	4948	2262	0	0	0
0	0	0	0	0	0	0	2581	0	2842	4435	5677	9511	3022	3568	1709	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

