1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5746	4710	1457	2455	1403	1407	1959	606	845	0	0	0	0	0	0	0
0	0	0	0	4922	0	2603	1500	2087	0	1874	1467	923	0	813	1243	0	0	0	0	0
0	0	0	5005	1317	1663	1761	0	1145	926	970	1849	1178	0	0	0	0	0	0	0	0
0	0	1326	5086	1535	0	1072	2071	1171	1571	1494	0	0	0	0	0	953	1655	0	0	0
0	0	3614	1897	1973	2913	1548	1986	0	1146	1366	2441	0	1421	1162	1637	0	0	1479	0	0
0	1429	4502	890	699	1009	0	1268	1655	1745	0	1287	0	1524	0	0	1047	0	0	0	0
0	0	5344	1274	2044	1354	1067	0	1143	1687	1263	1237	721	1390	1048	1158	0	0	0	0	0
0	982	4625	1231	2647	1615	2030	1459	0	862	897	0	0	1730	1056	0	1140	0	0	781	0
0	1527	5100	2152	2517	1556	1050	1401	0	1284	1634	0	1458	0	0	0	0	1657	0	829	747
0	1534	4691	2145	1462	1443	2551	1827	1141	1155	1304	0	0	0	0	0	1638	0	1008	0	1440
0	0	7119	2135	0	2335	1226	1411	1727	1326	1581	1810	1593	1088	937	0	1157	0	1722	1392	3065
0	0	3364	3780	3186	2583	1070	1427	1242	0	1722	0	972	719	1753	1804	1103	1092	655	0	4391
0	0	1439	5356	0	1014	3202	2040	1070	1420	0	1262	1049	0	0	1046	0	0	1767	4032	2300
0	0	0	2264	6398	0	2094	3100	781	2809	1623	924	1110	905	884	1115	776	1068	1143	3342	1385
0	0	0	0	5387	7068	1412	3837	1231	2675	975	1479	778	0	2427	1149	2167	1278	4950	0	0
0	0	0	0	0	2700	9423	4707	1675	3387	2536	2137	0	3272	1854	1127	2956	4231	1601	0	0
0	0	0	0	0	0	1422	4776	9438	7190	3906	7326	1425	4729	9536	5312	4394	0	0	0	0
0	0	0	0	0	0	0	0	958	2226	4724	7257	2777	3171	1402	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

