Time
0
0.1199999
0.2399999
0.3599998
0.4799997
0.5999997
0.7199996
0.8399996
0.9599995
1.079999
1.199999
1.319999
1.439999
1.559999
1.679999
1.799999
1.919999
2.039999
2.159999
2.279999
2.399999
2.519999
2.639999
2.759999
2.879998
2.999998
3.119998
3.239998
3.359998
3.479998
3.599998
3.719998
3.839998
3.959998
4.079998
4.199998
4.319998
4.439998
4.559998
4.679998
4.799997
4.919997
5.039997
5.159997
5.279997
5.399997
5.519997
5.639997
5.759997
5.879997
5.999997
6.119997
6.239997
6.359997
6.479997
6.599996
6.719996
6.839996
6.959996
7.079996
7.199996
7.319996
7.439996
7.559996
7.679996
7.799996
7.919996
8.039996
8.159996
8.279996
8.399996
8.519995
8.639995
8.759995
8.879995
8.999995
9.119995
9.239995
9.359995
9.479995
9.599995
9.719995
9.839995
9.959995
10.07999
10.19999
10.31999
10.43999
10.55999
10.67999
10.79999
10.91999
11.03999
11.15999
11.27999
11.39999
11.51999
11.63999
11.75999
11.87999
11.99999
12.11999
12.23999
12.35999
12.47999
12.59999
12.71999
12.83999
12.95999
13.07999
13.19999
13.31999
13.43999
13.55999
13.67999
13.79999
13.91999
14.03999
14.15999
14.27999
14.39999
14.51999
14.63999
14.75999
14.87999
14.99999
15.11999
15.23999
15.35999
15.47999
15.59999
15.71999
15.83999
15.95999
16.07999
16.19999
16.31999
16.43999
16.55999
16.67999
16.79999
16.91999
17.03999
17.15999
17.27999
17.39999
17.51999
17.63999
17.75999
17.87999
17.99999
18.11999
18.23999
18.35999
18.47999
18.59999
18.71999
18.83999
18.95999
19.07999
19.19999
19.31999
19.43999
19.55999
19.67999
19.79999
19.91999
20.03999
20.15999
20.27999
20.39999
20.51999
20.63999
20.75999
20.87999
20.99999
21.11999
21.23999
21.35999
21.47999
21.59999
21.71999
21.83999
21.95999
22.07999
22.19999
22.31999
22.43999
22.55999
22.67999
22.79999
22.91999
23.03999
23.15999
23.27999
23.39999
23.51999
23.63999
23.75999
23.87999
23.99999
24.11999
24.23999
24.35999
24.47999
24.59999
24.71999
24.83999
24.95999
25.07999
25.19999
25.31999
25.43999
25.55999
25.67999
25.79999
25.91999
26.03999
26.15999
26.27999
26.39999
26.51999
26.63999
26.75999
26.87999
26.99999
27.11999
27.23999
27.35999
27.47999
27.59999
27.71999
27.83999
27.95999
28.07999
28.19998
28.31998
28.43998
28.55998
28.67998
28.79998
28.91998
29.03998
29.15998
29.27998
29.39998
29.51998
29.63998
29.75998
29.87998
29.99998
30.11998
30.23998
30.35998
30.47998
30.59998
30.71998
30.83998
30.95998
31.07998
31.19998
31.31998
31.43998
31.55998
31.67998
31.79998
31.91998
32.03998
32.15998
32.27998
32.39998
32.51998
32.63998
32.75998
32.87998
32.99998
33.11998
33.23998
33.35998
33.47998
33.59998
33.71998
33.83998
33.95998
34.07998
34.19998
34.31998
34.43998
34.55998
34.67998
34.79998
34.91998
35.03998
35.15998
35.27998
35.39998
35.51998
35.63998
35.75998
35.87998
35.99998
36.11998
36.23998
36.35998
36.47998
36.59998
36.71998
36.83998
36.95998
37.07998
37.19998
37.31998
37.43998
37.55998
37.67998
37.79998
37.91998
38.03998
38.15998
38.27998
38.39998
38.51998
38.63998
38.75998
38.87998
38.99998
39.11998
39.23998
39.35998
39.47998
39.59998
39.71998
39.83998
39.95998
40.07998
40.19998
40.31998
40.43998
40.55998
40.67998
40.79998
40.91998
41.03998
41.15998
41.27998
41.39998
41.51998
