"Date","October-20-2023"
"Time","17h13m01s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",1
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",1.499999e-02
"Number of Measurements",1024
"Record Rate",8
"Record Time [s]",1.228799e+02
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,-6.353701e-01,7.610324e-01,-1.308990e-01,6.492890e+01,-3.760773e+00,1.823149e-01,-9.759487e+00,1.383923e+00,-3.554969e+01,2.786317e-07,
1.199999e-01,-7.071523e-01,7.021673e-01,-8.304639e-02,6.760133e+01,-2.381847e+00,1.464238e-01,-6.745125e+00,1.629599e+00,-3.555159e+01,2.785102e-07,
2.399999e-01,-4.900495e-01,8.716862e-01,3.831815e-03,5.967204e+01,1.097737e-01,2.549753e-01,2.518629e-01,1.658370e+00,-3.554388e+01,2.790053e-07,
3.599998e-01,-4.660450e-01,8.798329e-01,-9.325321e-02,5.895502e+01,-2.675395e+00,2.669775e-01,-6.050173e+00,1.468636e+00,-3.554197e+01,2.791278e-07,
4.799997e-01,-5.808410e-01,7.636545e-01,-2.818787e-01,6.362844e+01,-8.186183e+00,2.095795e-01,-2.026002e+01,1.456598e+00,-3.554241e+01,2.790996e-07,
5.999997e-01,-3.617949e-01,9.024735e-01,-2.337650e-01,5.592274e+01,-6.759418e+00,3.191026e-01,-1.452199e+01,1.717018e+00,-3.554670e+01,2.788242e-07,
7.199996e-01,-6.753936e-01,7.373414e-01,1.307984e-02,6.624461e+01,3.747204e-01,1.623032e-01,1.016274e+00,1.678723e+00,-3.555186e+01,2.784929e-07,
8.399996e-01,-5.734764e-01,8.009058e-01,-1.722636e-01,6.280199e+01,-4.959729e+00,2.132618e-01,-1.213859e+01,1.268418e+00,-3.554018e+01,2.792428e-07,
9.599995e-01,-6.471168e-01,6.994982e-01,-3.032195e-01,6.638620e+01,-8.825540e+00,1.764416e-01,-2.343584e+01,1.612235e+00,-3.554806e+01,2.787368e-07,
1.079999e+00,-4.579234e-01,8.275596e-01,-3.247326e-01,5.947880e+01,-9.474689e+00,2.710383e-01,-2.142494e+01,1.772020e+00,-3.554597e+01,2.788706e-07,
