"Date","October-20-2023"
"Time","17h18m39s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",1
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",1.499999e-02
"Number of Measurements",1024
"Record Rate",8
"Record Time [s]",1.228799e+02
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,-5.536798e-01,8.127928e-01,-1.811260e-01,6.213147e+01,-5.217677e+00,2.231601e-01,-1.256275e+01,1.391213e+00,-2.983314e+01,1.039169e-06,
1.199999e-01,-5.004228e-01,8.412205e-01,-2.047559e-01,6.037372e+01,-5.907605e+00,2.497886e-01,-1.367997e+01,1.502388e+00,-2.983337e+01,1.039112e-06,
2.399999e-01,-4.974502e-01,8.469105e-01,-1.878456e-01,6.021436e+01,-5.413542e+00,2.512749e-01,-1.250581e+01,1.381415e+00,-2.983237e+01,1.039353e-06,
3.599998e-01,-5.699060e-01,8.110187e-01,-1.321202e-01,6.254793e+01,-3.796065e+00,2.150470e-01,-9.252577e+00,1.440544e+00,-2.983362e+01,1.039054e-06,
4.799997e-01,-4.864554e-01,8.692817e-01,-8.780977e-02,5.961582e+01,-2.518809e+00,2.567723e-01,-5.768120e+00,1.500708e+00,-2.983156e+01,1.039548e-06,
5.999997e-01,-5.063519e-01,8.525433e-01,-1.295290e-01,6.035369e+01,-3.721189e+00,2.468241e-01,-8.639024e+00,1.432683e+00,-2.983084e+01,1.039719e-06,
7.199996e-01,-5.377049e-01,8.210101e-01,-1.918745e-01,6.161102e+01,-5.531100e+00,2.311475e-01,-1.315424e+01,1.377880e+00,-2.983290e+01,1.039225e-06,
8.399996e-01,-5.140899e-01,8.278256e-01,-2.245357e-01,6.092039e+01,-6.487790e+00,2.429550e-01,-1.517554e+01,1.562745e+00,-2.983436e+01,1.038877e-06,
9.599995e-01,-5.637780e-01,8.159081e-01,-1.282512e-01,6.232189e+01,-3.684274e+00,2.181110e-01,-8.933131e+00,1.404336e+00,-2.983505e+01,1.038712e-06,
1.079999e+00,-5.105753e-01,8.501551e-01,-1.286434e-01,6.049382e+01,-3.695603e+00,2.447123e-01,-8.604580e+00,1.464801e+00,-2.983205e+01,1.039429e-06,
1.199999e+00,-5.265180e-01,8.337455e-01,-1.662744e-01,6.113639e+01,-4.785637e+00,2.367410e-01,-1.127856e+01,1.373341e+00,-2.983229e+01,1.039371e-06,
1.319999e+00,-5.629564e-01,8.015865e-01,-2.013434e-01,6.254024e+01,-5.807765e+00,2.185218e-01,-1.409992e+01,1.394164e+00,-2.983648e+01,1.038370e-06,
1.439999e+00,-5.115832e-01,8.325970e-01,-2.122847e-01,6.078417e+01,-6.128137e+00,2.442084e-01,-1.430377e+01,1.503622e+00,-2.983280e+01,1.039249e-06,
1.559999e+00,-4.897215e-01,8.498241e-01,-1.948636e-01,5.997661e+01,-5.618379e+00,2.551392e-01,-1.291460e+01,1.367496e+00,-2.983053e+01,1.039792e-06,
1.679999e+00,-5.842352e-01,8.048767e-01,-1.041283e-01,6.298737e+01,-2.988474e+00,2.078824e-01,-7.371513e+00,1.511930e+00,-2.983690e+01,1.038270e-06,
1.799999e+00,-4.686180e-01,8.796010e-01,-8.184926e-02,5.902350e+01,-2.347435e+00,2.656910e-01,-5.316219e+00,1.451737e+00,-2.983145e+01,1.039572e-06,
1.919999e+00,-5.535486e-01,8.190295e-01,-1.509127e-01,6.202658e+01,-4.339910e+00,2.232257e-01,-1.044010e+01,1.470926e+00,-2.983567e+01,1.038564e-06,
2.039999e+00,-5.433830e-01,8.163365e-01,-1.957796e-01,6.182458e+01,-5.645136e+00,2.283085e-01,-1.348637e+01,1.511691e+00,-2.983522e+01,1.038672e-06,
2.159999e+00,-5.047897e-01,8.408597e-01,-1.953007e-01,6.048874e+01,-5.631145e+00,2.476051e-01,-1.307586e+01,1.390475e+00,-2.983290e+01,1.039226e-06,
2.279999e+00,-5.422912e-01,8.337810e-01,-1.035828e-01,6.151999e+01,-2.972762e+00,2.288544e-01,-7.081724e+00,1.504734e+00,-2.983623e+01,1.038428e-06,
2.399999e+00,-4.761391e-01,8.758788e-01,-7.828076e-02,5.926454e+01,-2.244875e+00,2.619305e-01,-5.107181e+00,1.485350e+00,-2.983345e+01,1.039095e-06,
2.519999e+00,-5.748647e-01,7.984270e-01,-1.790110e-01,6.287688e+01,-5.156078e+00,2.125676e-01,-1.263700e+01,1.409329e+00,-2.983530e+01,1.038651e-06,
2.639999e+00,-4.841000e-01,8.498480e-01,-2.083399e-01,5.983360e+01,-6.012542e+00,2.579500e-01,-1.377439e+01,1.474419e+00,-2.983222e+01,1.039389e-06,
2.759999e+00,-5.942427e-01,7.952939e-01,-1.199298e-01,6.338352e+01,-3.444026e+00,2.028786e-01,-8.575552e+00,1.455972e+00,-2.983805e+01,1.037994e-06,
2.879998e+00,-5.160095e-01,8.512059e-01,-9.582638e-02,6.061233e+01,-2.749443e+00,2.419952e-01,-6.423155e+00,1.588130e+00,-2.983653e+01,1.038358e-06,
2.999998e+00,-5.011633e-01,8.559502e-01,-1.272189e-01,6.017460e+01,-3.654457e+00,2.494183e-01,-8.453919e+00,1.444425e+00,-2.983291e+01,1.039223e-06,
3.119998e+00,-5.791101e-01,7.913625e-01,-1.959004e-01,6.309812e+01,-5.648664e+00,2.104450e-01,-1.390396e+01,1.549999e+00,-2.983495e+01,1.038735e-06,
3.239998e+00,-5.173982e-01,8.386211e-01,-1.703340e-01,6.083652e+01,-4.903619e+00,2.413009e-01,-1.148127e+01,1.363008e+00,-2.983399e+01,1.038965e-06,
3.359998e+00,-5.205505e-01,8.489473e-01,-9.119014e-02,6.075772e+01,-2.616039e+00,2.397247e-01,-6.130950e+00,1.511139e+00,-2.983423e+01,1.038907e-06,
3.479998e+00,-4.953451e-01,8.606113e-01,-1.182431e-01,5.996180e+01,-3.395358e+00,2.523275e-01,-7.823131e+00,1.410491e+00,-2.983317e+01,1.039162e-06,
3.599998e+00,-5.653965e-01,8.098152e-01,-1.566082e-01,6.246098e+01,-4.505041e+00,2.173018e-01,-1.094518e+01,1.413849e+00,-2.983500e+01,1.038723e-06,
3.719998e+00,-5.368164e-01,8.167431e-01,-2.115627e-01,6.165775e+01,-6.106974e+00,2.315918e-01,-1.452226e+01,1.501404e+00,-2.983563e+01,1.038573e-06,
3.839998e+00,-5.234698e-01,8.285181e-01,-1.988395e-01,6.114265e+01,-5.734552e+00,2.382651e-01,-1.349542e+01,1.331667e+00,-2.983362e+01,1.039053e-06,
3.959998e+00,-5.259621e-01,8.450488e-01,-9.621023e-02,6.094916e+01,-2.760490e+00,2.370190e-01,-6.495253e+00,1.569484e+00,-2.983550e+01,1.038605e-06,
4.079998e+00,-5.477126e-01,8.158421e-01,-1.855062e-01,6.193764e+01,-5.345323e+00,2.261437e-01,-1.281011e+01,1.449623e+00,-2.983627e+01,1.038420e-06,
4.199998e+00,-5.220301e-01,8.318873e-01,-1.882766e-01,6.105465e+01,-5.426113e+00,2.389850e-01,-1.275260e+01,1.336359e+00,-2.983169e+01,1.039515e-06,
4.319998e+00,-4.977222e-01,8.636171e-01,-8.023815e-02,5.997791e+01,-2.301127e+00,2.511389e-01,-5.308079e+00,1.562987e+00,-2.983589e+01,1.038511e-06,
4.439998e+00,-5.519141e-01,8.252000e-01,-1.201488e-01,6.188779e+01,-3.450346e+00,2.240429e-01,-8.284035e+00,1.417093e+00,-2.983505e+01,1.038712e-06,
4.559998e+00,-5.124091e-01,8.395023e-01,-1.807564e-01,6.069937e+01,-5.206909e+00,2.437955e-01,-1.215106e+01,1.426391e+00,-2.983505e+01,1.038712e-06,
4.679998e+00,-5.405977e-01,8.138073e-01,-2.132412e-01,6.179769e+01,-6.156183e+00,2.297011e-01,-1.468306e+01,1.558924e+00,-2.983668e+01,1.038321e-06,
4.799997e+00,-4.963639e-01,8.463798e-01,-1.930389e-01,6.019486e+01,-5.565093e+00,2.518180e-01,-1.284802e+01,1.409652e+00,-2.983467e+01,1.038803e-06,
