"Date","October-20-2023"
"Time","17h21m08s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",1
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",1.499999e-02
"Number of Measurements",1024
"Record Rate",8
"Record Time [s]",1.228799e+02
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,-4.680998e-01,8.663292e-01,-1.742304e-01,5.919174e+01,-5.016938e+00,2.659501e-01,-1.137126e+01,1.442245e+00,-2.387108e+01,4.101022e-06,
1.199999e-01,-4.866966e-01,8.612319e-01,-1.463078e-01,5.973576e+01,-4.206510e+00,2.566517e-01,-9.641475e+00,1.411065e+00,-2.387172e+01,4.100417e-06,
2.399999e-01,-4.601352e-01,8.773558e-01,-1.360971e-01,5.883754e+01,-3.911032e+00,2.699324e-01,-8.817554e+00,1.443958e+00,-2.387200e+01,4.100153e-06,
3.599998e-01,-4.686497e-01,8.694996e-01,-1.560062e-01,5.916206e+01,-4.487578e+00,2.656752e-01,-1.017182e+01,1.391421e+00,-2.387105e+01,4.101050e-06,
4.799997e-01,-4.770979e-01,8.615009e-01,-1.737635e-01,5.948881e+01,-5.003355e+00,2.614511e-01,-1.140348e+01,1.457348e+00,-2.387375e+01,4.098502e-06,
5.999997e-01,-4.487109e-01,8.776112e-01,-1.686921e-01,5.854003e+01,-4.855892e+00,2.756445e-01,-1.088053e+01,1.425216e+00,-2.387125e+01,4.100861e-06,
7.199996e-01,-4.690204e-01,8.689826e-01,-1.577625e-01,5.917865e+01,-4.538525e+00,2.654898e-01,-1.028989e+01,1.402398e+00,-2.387369e+01,4.098555e-06,
8.399996e-01,-4.876922e-01,8.634690e-01,-1.287538e-01,5.972900e+01,-3.698792e+00,2.561539e-01,-8.481011e+00,1.434386e+00,-2.387436e+01,4.097926e-06,
9.599995e-01,-4.579189e-01,8.801250e-01,-1.252605e-01,5.874372e+01,-3.597900e+00,2.710405e-01,-8.100011e+00,1.451437e+00,-2.387316e+01,4.099057e-06,
1.079999e+00,-4.624687e-01,8.739660e-01,-1.493525e-01,5.894302e+01,-4.294703e+00,2.687656e-01,-9.697628e+00,1.405217e+00,-2.387238e+01,4.099792e-06,
1.199999e+00,-4.795586e-01,8.606696e-01,-1.710888e-01,5.956311e+01,-4.925564e+00,2.602207e-01,-1.124302e+01,1.440112e+00,-2.387434e+01,4.097944e-06,
1.319999e+00,-4.593979e-01,8.745742e-01,-1.551565e-01,5.885606e+01,-4.462936e+00,2.703011e-01,-1.006006e+01,1.400795e+00,-2.387257e+01,4.099612e-06,
1.439999e+00,-4.879943e-01,8.629539e-01,-1.310426e-01,5.974393e+01,-3.764924e+00,2.560028e-01,-8.634604e+00,1.453127e+00,-2.387522e+01,4.097115e-06,
1.559999e+00,-4.514836e-01,8.812347e-01,-1.399570e-01,5.856373e+01,-4.022679e+00,2.742582e-01,-9.024299e+00,1.421936e+00,-2.387401e+01,4.098255e-06,
1.679999e+00,-4.782588e-01,8.636444e-01,-1.593328e-01,5.948814e+01,-4.584085e+00,2.608706e-01,-1.045290e+01,1.394220e+00,-2.387431e+01,4.097973e-06,
1.799999e+00,-4.723830e-01,8.640269e-01,-1.741028e-01,5.933321e+01,-5.013226e+00,2.638085e-01,-1.139263e+01,1.442869e+00,-2.387581e+01,4.096556e-06,
1.919999e+00,-4.676179e-01,8.690937e-01,-1.612750e-01,5.914129e+01,-4.640454e+00,2.661910e-01,-1.051262e+01,1.402187e+00,-2.387579e+01,4.096578e-06,
2.039999e+00,-4.761571e-01,8.699166e-01,-1.285285e-01,5.934726e+01,-3.692284e+00,2.619214e-01,-8.404538e+00,1.450291e+00,-2.387554e+01,4.096815e-06,
2.159999e+00,-4.545177e-01,8.784320e-01,-1.475497e-01,5.867896e+01,-4.242476e+00,2.727412e-01,-9.534928e+00,1.411420e+00,-2.387370e+01,4.098550e-06,
2.279999e+00,-4.765653e-01,8.628555e-01,-1.684216e-01,5.945620e+01,-4.848029e+00,2.617173e-01,-1.104475e+01,1.404647e+00,-2.387528e+01,4.097054e-06,
2.399999e+00,-4.725155e-01,8.644340e-01,-1.717059e-01,5.933091e+01,-4.943509e+00,2.637422e-01,-1.123465e+01,1.441329e+00,-2.387584e+01,4.096531e-06,
2.519999e+00,-4.662620e-01,8.682640e-01,-1.694622e-01,5.911801e+01,-4.878277e+00,2.668690e-01,-1.104379e+01,1.404017e+00,-2.387413e+01,4.098144e-06,
2.639999e+00,-4.850408e-01,8.637936e-01,-1.363674e-01,5.965763e+01,-3.918850e+00,2.574796e-01,-8.971266e+00,1.420402e+00,-2.387740e+01,4.095058e-06,
2.759999e+00,-4.485938e-01,8.838544e-01,-1.325330e-01,5.845487e+01,-3.807995e+00,2.757031e-01,-8.527903e+00,1.424266e+00,-2.387554e+01,4.096811e-06,
2.879998e+00,-4.768943e-01,8.636024e-01,-1.635934e-01,5.945407e+01,-4.707767e+00,2.615529e-01,-1.072652e+01,1.394403e+00,-2.387769e+01,4.094781e-06,
2.999998e+00,-4.636817e-01,8.693538e-01,-1.709482e-01,5.903692e+01,-4.921478e+00,2.681592e-01,-1.112461e+01,1.429440e+00,-2.387676e+01,4.095663e-06,
3.119998e+00,-4.896668e-01,8.599356e-01,-1.440040e-01,5.982908e+01,-4.139802e+00,2.551666e-01,-9.506487e+00,1.391313e+00,-2.387860e+01,4.093923e-06,
3.239998e+00,-4.628331e-01,8.767330e-01,-1.308616e-01,5.891493e+01,-3.759693e+00,2.685835e-01,-8.489325e+00,1.443534e+00,-2.387597e+01,4.096403e-06,
3.359998e+00,-4.727030e-01,8.664279e-01,-1.607938e-01,5.930793e+01,-4.626486e+00,2.636485e-01,-1.051348e+01,1.391191e+00,-2.387675e+01,4.095667e-06,
3.479998e+00,-4.597394e-01,8.699631e-01,-1.783366e-01,5.892730e+01,-5.136443e+00,2.701303e-01,-1.158476e+01,1.429643e+00,-2.387694e+01,4.095494e-06,
3.599998e+00,-4.724524e-01,8.684933e-01,-1.500273e-01,5.927289e+01,-4.314253e+00,2.637738e-01,-9.800796e+00,1.396906e+00,-2.387772e+01,4.094756e-06,
3.719998e+00,-4.851644e-01,8.632922e-01,-1.390756e-01,5.966785e+01,-3.997180e+00,2.574178e-01,-9.151669e+00,1.416706e+00,-2.387810e+01,4.094401e-06,
