# bins en theta = 100.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	58	58000.000
2	61	61000.000
3	52	52000.000
4	62	62000.000
5	71	71000.000
6	49	49000.000
7	51	51000.000
8	44	44000.000
9	56	56000.000
10	57	57000.000
11	54	54000.000
12	48	48000.000
13	51	51000.000
14	62	62000.000
15	52	52000.000
16	56	56000.000
17	51	51000.000
18	59	59000.000
19	67	67000.000
20	54	54000.000
21	50	50000.000
22	57	57000.000
23	50	50000.000
24	50	50000.000
25	70	70000.000
26	44	44000.000
27	63	63000.000
28	58	58000.000
29	41	41000.000
30	55	55000.000
31	59	59000.000
32	38	38000.000
33	55	55000.000
34	55	55000.000
35	56	56000.000
36	41	41000.000
37	42	42000.000
38	52	52000.000
39	50	50000.000
40	59	59000.000
41	61	61000.000
42	64	64000.000
43	42	42000.000
44	44	44000.000
45	56	56000.000
46	54	54000.000
47	63	63000.000
48	56	56000.000
49	57	57000.000
50	41	41000.000
51	56	56000.000
52	44	44000.000
53	50	50000.000
54	47	47000.000
55	59	59000.000
56	55	55000.000
57	59	59000.000
58	71	71000.000
59	47	47000.000
60	62	62000.000
61	53	53000.000
62	51	51000.000
63	44	44000.000
64	60	60000.000
65	66	66000.000
66	44	44000.000
67	59	59000.000
68	56	56000.000
69	55	55000.000
70	55	55000.000
71	56	56000.000
72	55	55000.000
73	46	46000.000
74	45	45000.000
75	50	50000.000
76	39	39000.000
77	62	62000.000
78	39	39000.000
79	46	46000.000
80	41	41000.000
81	61	61000.000
82	50	50000.000
83	61	61000.000
84	52	52000.000
85	42	42000.000
86	56	56000.000
87	52	52000.000
88	58	58000.000
89	43	43000.000
90	47	47000.000
91	47	47000.000
92	49	49000.000
93	58	58000.000
94	48	48000.000
95	48	48000.000
96	49	49000.000
97	50	50000.000
98	52	52000.000
99	55	55000.000
100	52	52000.000
101	45	45000.000
102	40	40000.000
103	57	57000.000
104	53	53000.000
105	67	67000.000
106	53	53000.000
107	54	54000.000
108	54	54000.000
109	59	59000.000
110	44	44000.000
111	52	52000.000
112	50	50000.000
113	40	40000.000
114	56	56000.000
115	54	54000.000
116	49	49000.000
117	47	47000.000
118	61	61000.000
119	56	56000.000
120	54	54000.000
121	36	36000.000
122	42	42000.000
123	80	80000.000
124	43	43000.000
125	52	52000.000
126	57	57000.000
127	54	54000.000
128	57	57000.000
129	65	65000.000
130	58	58000.000
131	60	60000.000
132	63	63000.000
133	55	55000.000
134	59	59000.000
135	54	54000.000
136	55	55000.000
137	53	53000.000
138	56	56000.000
139	58	58000.000
140	59	59000.000
141	55	55000.000
142	58	58000.000
143	55	55000.000
144	56	56000.000
145	54	54000.000
146	59	59000.000
147	40	40000.000
148	47	47000.000
149	69	69000.000
150	52	52000.000
151	53	53000.000
152	61	61000.000
153	49	49000.000
154	61	61000.000
155	59	59000.000
156	55	55000.000
157	68	68000.000
158	49	49000.000
159	61	61000.000
160	55	55000.000
161	68	68000.000
162	43	43000.000
163	58	58000.000
164	55	55000.000
165	58	58000.000
166	56	56000.000
167	64	64000.000
168	53	53000.000
169	44	44000.000
170	59	59000.000
171	59	59000.000
172	58	58000.000
173	52	52000.000
174	65	65000.000
175	61	61000.000
176	62	62000.000
177	55	55000.000
178	48	48000.000
179	48	48000.000
180	57	57000.000
181	53	53000.000
182	57	57000.000
183	59	59000.000
184	48	48000.000
185	58	58000.000
186	46	46000.000
187	44	44000.000
188	40	40000.000
189	68	68000.000
190	56	56000.000
191	34	34000.000
192	51	51000.000
193	65	65000.000
194	71	71000.000
195	55	55000.000
196	55	55000.000
197	49	49000.000
198	52	52000.000
199	56	56000.000
200	45	45000.000
201	62	62000.000
202	51	51000.000
203	50	50000.000
204	55	55000.000
205	43	43000.000
206	64	64000.000
207	53	53000.000
208	56	56000.000
209	53	53000.000
210	59	59000.000
211	54	54000.000
212	52	52000.000
213	59	59000.000
214	48	48000.000
215	49	49000.000
216	63	63000.000
217	46	46000.000
218	46	46000.000
219	60	60000.000
220	41	41000.000
221	53	53000.000
222	49	49000.000
223	60	60000.000
224	56	56000.000
225	49	49000.000
226	49	49000.000
227	48	48000.000
228	63	63000.000
229	60	60000.000
230	56	56000.000
231	57	57000.000
232	62	62000.000
233	49	49000.000
234	53	53000.000
