# bins en theta = 260.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	65	65000.000
2	62	62000.000
3	55	55000.000
4	53	53000.000
5	62	62000.000
6	58	58000.000
7	66	66000.000
8	52	52000.000
9	58	58000.000
10	52	52000.000
11	57	57000.000
12	60	60000.000
13	82	82000.000
14	53	53000.000
15	68	68000.000
16	54	54000.000
17	59	59000.000
18	60	60000.000
19	58	58000.000
20	50	50000.000
21	48	48000.000
22	64	64000.000
23	80	80000.000
24	65	65000.000
25	49	49000.000
26	82	82000.000
27	68	68000.000
28	61	61000.000
29	58	58000.000
30	52	52000.000
31	55	55000.000
32	58	58000.000
33	55	55000.000
34	58	58000.000
35	46	46000.000
36	61	61000.000
37	63	63000.000
38	57	57000.000
39	51	51000.000
40	53	53000.000
41	71	71000.000
42	56	56000.000
43	53	53000.000
44	65	65000.000
45	66	66000.000
46	66	66000.000
47	58	58000.000
48	59	59000.000
49	66	66000.000
50	74	74000.000
51	44	44000.000
52	51	51000.000
53	78	78000.000
54	48	48000.000
55	47	47000.000
56	69	69000.000
57	57	57000.000
58	73	73000.000
59	58	58000.000
60	65	65000.000
61	49	49000.000
62	65	65000.000
63	52	52000.000
64	67	67000.000
65	71	71000.000
66	58	58000.000
67	65	65000.000
68	56	56000.000
69	63	63000.000
70	61	61000.000
71	58	58000.000
72	62	62000.000
73	59	59000.000
74	56	56000.000
75	59	59000.000
76	56	56000.000
77	57	57000.000
78	55	55000.000
79	60	60000.000
80	56	56000.000
81	52	52000.000
82	81	81000.000
83	62	62000.000
84	68	68000.000
85	62	62000.000
86	63	63000.000
87	62	62000.000
88	73	73000.000
89	67	67000.000
90	73	73000.000
91	58	58000.000
92	61	61000.000
93	58	58000.000
94	54	54000.000
95	69	69000.000
96	56	56000.000
97	62	62000.000
98	62	62000.000
99	66	66000.000
100	49	49000.000
101	66	66000.000
102	72	72000.000
103	54	54000.000
104	62	62000.000
105	54	54000.000
106	75	75000.000
107	63	63000.000
108	68	68000.000
109	66	66000.000
110	44	44000.000
111	64	64000.000
112	69	69000.000
113	55	55000.000
114	54	54000.000
115	65	65000.000
116	48	48000.000
117	67	67000.000
118	57	57000.000
119	51	51000.000
120	58	58000.000
121	66	66000.000
122	57	57000.000
123	75	75000.000
124	39	39000.000
125	54	54000.000
126	48	48000.000
127	45	45000.000
128	77	77000.000
129	60	60000.000
130	77	77000.000
131	52	52000.000
132	59	59000.000
133	48	48000.000
134	62	62000.000
135	66	66000.000
136	58	58000.000
137	74	74000.000
138	74	74000.000
139	86	86000.000
140	63	63000.000
141	48	48000.000
142	59	59000.000
143	61	61000.000
144	69	69000.000
145	71	71000.000
146	54	54000.000
147	50	50000.000
148	63	63000.000
149	51	51000.000
150	72	72000.000
151	54	54000.000
152	55	55000.000
153	58	58000.000
154	61	61000.000
155	77	77000.000
