# bins en theta = 360.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	520	520000.000
2	470	470000.000
3	531	531000.000
4	514	514000.000
5	514	514000.000
6	494	494000.000
7	548	548000.000
8	504	504000.000
9	517	517000.000
10	528	528000.000
11	514	514000.000
12	518	518000.000
13	495	495000.000
14	518	518000.000
15	524	524000.000
16	486	486000.000
17	497	497000.000
18	489	489000.000
19	504	504000.000
20	504	504000.000
21	542	542000.000
22	517	517000.000
23	500	500000.000
24	489	489000.000
25	511	511000.000
26	542	542000.000
27	498	498000.000
28	534	534000.000
29	491	491000.000
30	499	499000.000
31	524	524000.000
32	470	470000.000
33	489	489000.000
34	529	529000.000
35	542	542000.000
36	532	532000.000
37	547	547000.000
38	547	547000.000
39	476	476000.000
40	503	503000.000
41	529	529000.000
42	515	515000.000
43	519	519000.000
44	509	509000.000
45	503	503000.000
46	492	492000.000
47	533	533000.000
48	518	518000.000
49	493	493000.000
50	539	539000.000
51	521	521000.000
52	495	495000.000
53	484	484000.000
54	537	537000.000
55	548	548000.000
56	511	511000.000
57	519	519000.000
58	528	528000.000
59	507	507000.000
60	513	513000.000
61	502	502000.000
62	528	528000.000
63	451	451000.000
64	526	526000.000
65	487	487000.000
66	534	534000.000
67	545	545000.000
68	505	505000.000
69	490	490000.000
70	535	535000.000
71	510	510000.000
72	507	507000.000
73	512	512000.000
74	470	470000.000
75	525	525000.000
76	510	510000.000
77	544	544000.000
78	512	512000.000
79	522	522000.000
80	510	510000.000
81	524	524000.000
82	482	482000.000
83	506	506000.000
84	508	508000.000
85	471	471000.000
86	557	557000.000
87	514	514000.000
88	532	532000.000
89	493	493000.000
90	490	490000.000
91	486	486000.000
92	493	493000.000
93	472	472000.000
94	518	518000.000
95	555	555000.000
96	477	477000.000
97	477	477000.000
98	507	507000.000
99	525	525000.000
100	504	504000.000
101	481	481000.000
102	528	528000.000
103	459	459000.000
104	511	511000.000
105	506	506000.000
106	514	514000.000
107	477	477000.000
108	488	488000.000
109	512	512000.000
110	528	528000.000
111	539	539000.000
112	545	545000.000
113	483	483000.000
114	513	513000.000
115	521	521000.000
116	482	482000.000
117	516	516000.000
118	534	534000.000
119	473	473000.000
120	481	481000.000
121	510	510000.000
122	476	476000.000
123	497	497000.000
124	490	490000.000
125	514	514000.000
126	516	516000.000
127	490	490000.000
128	485	485000.000
129	507	507000.000
130	499	499000.000
131	505	505000.000
132	531	531000.000
133	518	518000.000
134	482	482000.000
135	498	498000.000
136	522	522000.000
137	544	544000.000
138	534	534000.000
139	510	510000.000
140	511	511000.000
141	507	507000.000
142	530	530000.000
143	532	532000.000
144	487	487000.000
145	528	528000.000
146	491	491000.000
147	517	517000.000
148	459	459000.000
149	492	492000.000
150	471	471000.000
151	512	512000.000
152	464	464000.000
153	528	528000.000
154	496	496000.000
155	523	523000.000
156	497	497000.000
157	518	518000.000
158	515	515000.000
159	516	516000.000
160	487	487000.000
161	511	511000.000
162	540	540000.000
163	520	520000.000
164	533	533000.000
165	471	471000.000
166	535	535000.000
167	500	500000.000
168	504	504000.000
169	502	502000.000
170	533	533000.000
171	535	535000.000
172	533	533000.000
173	496	496000.000
174	535	535000.000
175	485	485000.000
176	501	501000.000
177	521	521000.000
178	468	468000.000
179	515	515000.000
180	504	504000.000
181	479	479000.000
182	497	497000.000
183	538	538000.000
184	505	505000.000
