Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-11-20
Time (HH:MM:SS):	10:53:14
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	1000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          249 	
        2	          226 	
        3	          225 	
        4	          207 	
        5	          227 	
        6	          219 	
        7	          192 	
        8	          211 	
        9	          254 	
       10	          224 	
       11	          220 	
       12	          203 	
       13	          248 	
       14	          244 	
       15	          215 	
       16	          196 	
       17	          191 	
       18	          195 	
       19	          206 	
       20	          193 	
       21	          213 	
       22	          243 	
       23	          228 	
       24	          228 	
       25	          237 	
       26	          222 	
       27	          218 	
       28	          230 	
       29	          257 	
       30	          236 	
       31	          208 	
       32	          192 	
       33	          239 	
       34	          228 	
       35	          247 	
       36	          235 	
       37	          225 	
       38	          237 	
       39	          220 	
       40	          203 	
       41	          198 	
       42	          228 	
       43	          217 	
       44	          210 	
       45	          231 	
       46	          214 	
       47	          240 	
       48	          233 	
       49	          186 	
       50	          243 	
       51	          230 	
       52	          207 	
       53	          236 	
       54	          236 	
       55	          223 	
       56	          248 	
       57	          228 	
       58	          197 	
       59	          230 	
       60	          220 	
       61	          215 	
       62	          235 	
       63	          225 	
       64	          265 	
       65	          244 	
       66	          238 	
       67	          228 	
       68	          199 	
       69	          218 	
       70	          265 	
       71	          210 	
       72	          226 	
       73	          220 	
       74	          213 	
       75	          217 	
       76	          245 	
       77	          228 	
       78	          218 	
       79	          213 	
       80	          220 	
       81	          241 	
       82	          213 	
       83	          241 	
       84	          232 	
       85	          231 	
       86	          223 	
       87	          239 	
       88	          237 	
       89	          210 	
       90	          216 	
       91	          221 	
       92	          225 	
       93	          249 	
       94	          219 	
       95	          257 	
       96	          248 	
       97	          241 	
       98	          223 	
       99	          240 	
      100	          219 	
      101	          223 	
      102	          258 	
      103	          214 	
      104	          246 	
      105	          231 	
      106	          228 	
      107	          216 	
      108	          235 	
      109	          225 	
      110	          232 	
      111	          229 	
      112	          214 	
      113	          227 	
      114	          216 	
      115	          229 	
      116	          252 	
      117	          241 	
      118	          222 	
      119	          233 	
      120	          233 	
      121	          215 	
      122	          203 	
      123	          227 	
      124	          221 	
      125	          209 	
      126	          225 	
      127	          217 	
      128	          201 	
      129	          240 	
      130	          220 	
      131	          199 	
      132	          226 	
      133	          207 	
      134	          233 	
      135	          225 	
      136	          196 	
      137	          231 	
      138	          232 	
      139	          209 	
      140	          210 	
      141	          200 	
      142	          238 	
      143	          225 	
      144	          228 	
      145	          205 	
      146	          242 	
      147	          215 	
      148	          233 	
      149	          270 	
      150	          271 	
      151	          219 	
      152	          212 	
      153	          217 	
      154	          252 	
      155	          222 	
      156	          223 	
      157	          215 	
      158	          211 	
      159	          237 	
      160	          210 	
      161	          226 	
      162	          212 	
      163	          248 	
      164	          206 	
      165	          242 	
      166	          192 	
      167	          228 	
      168	          234 	
      169	          246 	
      170	          217 	
      171	          235 	
      172	          240 	
      173	          229 	
      174	          225 	
      175	          231 	
      176	          224 	
      177	          233 	
      178	          221 	
      179	          223 	
      180	          207 	
      181	          215 	
      182	          226 	
      183	          210 	
      184	          210 	
      185	          217 	
      186	          231 	
      187	          229 	
      188	          245 	
      189	          255 	
      190	          220 	
      191	          275 	
      192	          189 	
      193	          201 	
      194	          217 	
      195	          237 	
      196	          225 	
      197	          244 	
      198	          233 	
      199	          228 	
      200	          248 	
      201	          213 	
      202	          259 	
      203	          236 	
      204	          215 	
      205	          226 	
      206	          254 	
      207	          230 	
      208	          227 	
      209	          221 	
      210	          232 	
      211	          207 	
      212	          218 	
      213	          255 	
      214	          218 	
      215	          223 	
      216	          212 	
      217	          229 	
      218	          238 	
      219	          226 	
      220	          223 	
      221	          229 	
      222	          200 	
      223	          240 	
      224	          218 	
      225	          234 	
      226	          223 	
      227	          230 	
      228	          232 	
      229	          252 	
      230	          208 	
      231	          226 	
      232	          246 	
      233	          230 	
      234	          221 	
      235	          197 	
      236	          220 	
      237	          236 	
      238	          242 	
      239	          209 	
      240	          215 	
      241	          235 	
      242	          218 	
      243	          199 	
      244	          231 	
      245	          227 	
      246	          234 	
      247	          234 	
      248	          220 	
      249	          197 	
      250	          218 	
      251	          208 	
      252	          240 	
      253	          219 	
      254	          222 	
      255	          220 	
      256	          206 	
      257	          221 	
      258	          210 	
      259	          247 	
      260	          230 	
      261	          232 	
      262	          232 	
      263	          217 	
      264	          235 	
      265	          223 	
      266	          225 	
      267	          214 	
      268	          208 	
      269	          233 	
      270	          220 	
      271	          203 	
      272	          244 	
      273	          210 	
      274	          240 	
      275	          236 	
      276	          230 	
      277	          211 	
      278	          205 	
      279	          209 	
      280	          213 	
      281	          241 	
      282	          220 	
      283	          245 	
      284	          244 	
      285	          232 	
      286	          238 	
      287	          232 	
      288	          241 	
      289	          240 	
      290	          227 	
      291	          262 	
      292	          230 	
      293	          189 	
      294	          228 	
      295	          221 	
      296	          224 	
      297	          224 	
      298	          239 	
      299	          222 	
      300	          208 	
      301	          213 	
      302	          214 	
      303	          218 	
      304	          246 	
      305	          266 	
      306	          205 	
      307	          254 	
      308	          217 	
      309	          201 	
      310	          239 	
      311	          208 	
      312	          223 	
      313	          225 	
      314	          209 	
      315	          219 	
      316	          225 	
      317	          224 	
      318	          251 	
      319	          239 	
      320	          230 	
      321	          243 	
      322	          215 	
      323	          245 	
      324	          214 	
      325	          216 	
      326	          232 	
      327	          189 	
      328	          213 	
      329	          205 	
      330	          192 	
      331	          252 	
      332	          216 	
      333	          249 	
      334	          230 	
      335	          194 	
      336	          232 	
      337	          221 	
      338	          222 	
      339	          230 	
      340	          221 	
      341	          218 	
      342	          221 	
      343	          231 	
      344	          212 	
      345	          249 	
      346	          248 	
      347	          235 	
      348	          219 	
      349	          224 	
      350	          213 	
      351	          229 	
      352	          203 	
      353	          240 	
      354	          227 	
      355	          208 	
      356	          254 	
      357	          210 	
      358	          220 	
      359	          218 	
      360	          223 	
      361	          230 	
      362	          260 	
      363	          224 	
      364	          210 	
      365	          233 	
      366	          201 	
      367	          214 	
      368	          243 	
      369	          236 	
      370	          216 	
      371	          214 	
      372	          230 	
      373	          233 	
      374	          261 	
      375	          221 	
      376	          216 	
      377	          216 	
      378	          236 	
      379	          213 	
      380	          223 	
      381	          210 	
      382	          228 	
      383	          223 	
      384	          218 	
      385	          233 	
      386	          240 	
      387	          252 	
      388	          242 	
      389	          199 	
      390	          216 	
      391	          221 	
      392	          233 	
      393	          234 	
      394	          235 	
      395	          241 	
      396	          248 	
      397	          197 	
      398	          213 	
      399	          235 	
      400	          225 	
      401	          220 	
      402	          221 	
      403	          199 	
      404	          198 	
      405	          215 	
      406	          208 	
      407	          223 	
      408	          240 	
      409	          233 	
      410	          191 	
      411	          233 	
      412	          221 	
      413	          205 	
      414	          232 	
      415	          210 	
      416	          218 	
      417	          247 	
      418	          223 	
      419	          202 	
      420	          226 	
      421	          228 	
      422	          227 	
      423	          214 	
      424	          220 	
      425	          230 	
      426	          233 	
      427	          251 	
      428	          201 	
      429	          214 	
      430	          213 	
      431	          228 	
      432	          252 	
      433	          222 	
      434	          220 	
      435	          221 	
      436	          248 	
      437	          234 	
      438	          234 	
      439	          225 	
      440	          219 	
      441	          237 	
      442	          226 	
      443	          218 	
      444	          226 	
      445	          219 	
      446	          222 	
      447	          238 	
      448	          235 	
      449	          204 	
      450	          206 	
      451	          231 	
      452	          239 	
      453	          225 	
      454	          212 	
      455	          226 	
      456	          208 	
      457	          211 	
      458	          212 	
      459	          228 	
      460	          226 	
      461	          230 	
