# potencia laser durante la medida en theta = 70.00 deg
# t[s]	P[uW]
0.0282	100024.24009
0.4508	100041.17495
0.8698	100024.24009
1.2924	99975.42785
1.7149	99975.42785
2.1374	99926.61562
2.5598	99991.36654
2.9822	99942.55431
3.4046	99991.36654
3.8238	100041.17495
4.2463	100057.11364
4.6714	100057.11364
5.0890	99959.48917
5.5081	99959.48917
5.9306	100024.24009
6.3493	99975.42785
6.7671	100008.30140
7.1853	100024.24009
7.6078	100008.30140
8.0303	100041.17495
8.4484	100057.11364
8.8661	99991.36654
9.2910	99975.42785
9.7134	100024.24009
