# potencia laser durante la medida en theta = 10.00 deg
# t[s]	P[uW]
0.0196	99959.48917
0.4379	99991.36654
0.8631	99991.36654
1.2857	99975.42785
1.7080	100041.17495
2.1305	99991.36654
2.5481	99975.42785
2.9706	100024.24009
3.3931	100041.17495
3.8121	99991.36654
4.2346	100138.79942
4.6572	100073.05233
5.0831	100073.05233
5.5056	100073.05233
5.9282	99991.36654
6.3506	100024.24009
6.7682	100024.24009
7.1906	99991.36654
7.6129	99991.36654
8.0309	100057.11364
8.4534	99942.55431
8.8793	99991.36654
9.3076	99975.42785
9.7264	99975.42785
