# potencia laser durante la medida en theta = 230.00 deg
# t[s]	P[uW]
0.0233	99991.36654
0.4459	99991.36654
0.8649	100008.30140
1.2873	100008.30140
1.7096	100024.24009
2.1321	100024.24009
2.5544	99991.36654
2.9769	100024.24009
3.3994	100041.17495
3.8186	99975.42785
4.2411	99991.36654
4.6685	100008.30140
5.0941	99991.36654
5.5165	100008.30140
5.9388	100024.24009
6.3574	100008.30140
6.7799	100057.11364
7.2023	100041.17495
7.6213	99991.36654
8.0438	100089.98718
8.4714	99975.42785
8.8888	100057.11364
9.3078	100024.24009
9.7263	100057.11364
