# potencia laser durante la medida en theta = 200.00 deg
# t[s]	P[uW]
0.0197	99991.36654
0.4422	100008.30140
0.8608	100008.30140
1.2833	100024.24009
1.7027	99975.42785
2.1250	99991.36654
2.5475	99991.36654
2.9699	100041.17495
3.3901	100008.30140
3.8077	100121.86456
4.2303	100041.17495
4.6529	99991.36654
5.0767	100024.24009
5.5025	100008.30140
5.9250	100073.05233
6.3473	100041.17495
6.7650	100024.24009
7.1875	100041.17495
7.6099	100057.11364
8.0323	100024.24009
8.4548	100041.17495
8.8775	100008.30140
9.3063	100057.11364
9.7286	100024.24009
