# potencia laser durante la medida en theta = 170.00 deg
# t[s]	P[uW]
0.0200	100008.30140
0.4425	100008.30140
0.8649	100024.24009
1.2920	100008.30140
1.7107	100057.11364
2.1331	100008.30140
2.5507	100073.05233
2.9730	99991.36654
3.3906	99975.42785
3.8131	100008.30140
4.2355	100057.11364
4.6580	99991.36654
5.0799	99959.48917
5.5050	99991.36654
5.9274	99975.42785
6.3465	100057.11364
6.7689	99959.48917
7.1876	99975.42785
7.6100	99942.55431
8.0324	100057.11364
8.4549	100008.30140
8.8732	100041.17495
9.3005	100008.30140
9.7229	100057.11364
