# potencia laser durante la medida en theta = 210.00 deg
# t[s]	P[uW]
0.0190	100105.92587
0.4418	99942.55431
0.8643	100008.30140
1.2905	100089.98718
1.7087	100024.24009
2.1274	99975.42785
2.5499	99975.42785
2.9684	100024.24009
3.3869	100008.30140
3.8095	100041.17495
4.2320	100073.05233
4.6545	100024.24009
5.0774	100057.11364
5.5032	100008.30140
5.9257	100041.17495
6.3482	100008.30140
6.7706	100041.17495
7.1930	100024.24009
7.6154	99975.42785
8.0378	100057.11364
8.4603	100008.30140
8.8833	99975.42785
9.3091	100057.11364
9.7272	100024.24009
