# potencia laser durante la medida en theta = 120.00 deg
# t[s]	P[uW]
0.0216	100024.24009
0.4440	100024.24009
0.8653	100057.11364
1.2893	100008.30140
1.7084	100041.17495
2.1269	100041.17495
2.5471	99991.36654
2.9658	100008.30140
3.3841	99975.42785
3.8066	100057.11364
4.2290	100008.30140
4.6475	100057.11364
5.0697	100041.17495
5.4969	100008.30140
5.9193	100024.24009
6.3417	99942.55431
6.7601	99926.61562
7.1825	99959.48917
7.6050	100008.30140
8.0227	100041.17495
8.4451	99991.36654
8.8733	100008.30140
9.3041	100041.17495
9.7230	99991.36654
