# potencia laser durante la medida en theta = 30.00 deg
# t[s]	P[uW]
0.0196	100057.11364
0.4382	99975.42785
0.8606	100024.24009
1.2800	99991.36654
1.7024	99975.42785
2.1206	100008.30140
2.5430	100024.24009
2.9654	100024.24009
3.3878	99975.42785
3.8103	99959.48917
4.2327	99991.36654
4.6552	99959.48917
5.0775	99959.48917
5.5041	99991.36654
5.9265	100008.30140
6.3445	99991.36654
6.7669	99991.36654
7.1855	99991.36654
7.6047	100041.17495
8.0272	99991.36654
8.4475	99975.42785
8.8699	99991.36654
9.2979	100008.30140
9.7203	99942.55431
