Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2025-08-22
Time (HH:MM:SS):	17:43:20
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	1
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	5000
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           14 	
        2	           19 	
        3	           20 	
        4	           17 	
        5	           16 	
        6	           16 	
        7	           15 	
        8	           25 	
        9	           26 	
       10	           28 	
       11	           16 	
       12	           23 	
       13	           17 	
       14	           18 	
       15	           17 	
       16	           22 	
       17	           13 	
       18	           15 	
       19	           17 	
       20	           14 	
       21	           19 	
       22	           16 	
       23	           14 	
       24	           22 	
       25	           22 	
       26	           29 	
       27	           18 	
       28	           16 	
       29	            9 	
       30	           18 	
       31	           15 	
       32	           19 	
       33	           15 	
       34	           16 	
       35	           19 	
       36	           13 	
       37	           21 	
       38	           18 	
       39	           21 	
       40	           16 	
       41	           15 	
       42	           28 	
       43	           14 	
       44	           23 	
       45	           16 	
       46	           11 	
       47	           23 	
       48	           13 	
       49	           18 	
       50	           23 	
       51	           13 	
       52	           20 	
       53	           18 	
       54	           24 	
       55	           21 	
       56	           12 	
       57	           15 	
       58	           24 	
       59	           20 	
       60	           20 	
       61	           21 	
       62	           21 	
       63	           15 	
       64	           20 	
       65	           26 	
       66	           20 	
       67	           21 	
       68	           17 	
       69	           18 	
       70	           17 	
       71	           18 	
       72	           15 	
       73	           19 	
       74	           15 	
       75	           27 	
       76	           24 	
       77	           19 	
       78	           17 	
       79	           17 	
       80	           30 	
       81	           19 	
       82	           18 	
       83	           19 	
       84	           13 	
       85	           18 	
       86	           21 	
       87	           21 	
       88	           17 	
       89	           28 	
       90	           23 	
       91	           17 	
       92	           24 	
       93	           26 	
