Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-24
Time (HH:MM:SS):	14:55:32
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           62 	
        2	           89 	
        3	           69 	
        4	           97 	
        5	           83 	
        6	           77 	
        7	           74 	
        8	           61 	
        9	           79 	
       10	           99 	
       11	           85 	
       12	           84 	
       13	           65 	
       14	           74 	
       15	           84 	
       16	           77 	
       17	           78 	
       18	           69 	
       19	           91 	
       20	           86 	
       21	           85 	
       22	           72 	
       23	           73 	
       24	           66 	
       25	           71 	
       26	           79 	
       27	           75 	
       28	           69 	
       29	           76 	
       30	           88 	
       31	           60 	
       32	           73 	
       33	           86 	
       34	           80 	
       35	           69 	
       36	           79 	
       37	           48 	
       38	           88 	
       39	           79 	
       40	           82 	
       41	           62 	
       42	           66 	
       43	           81 	
       44	           74 	
       45	           68 	
       46	           69 	
       47	           88 	
       48	           78 	
       49	           71 	
       50	           72 	
       51	           88 	
       52	           72 	
       53	           74 	
       54	           56 	
       55	           72 	
       56	           70 	
       57	           85 	
       58	           95 	
       59	           73 	
       60	           79 	
       61	           71 	
       62	           65 	
       63	           74 	
       64	           90 	
       65	           72 	
       66	           70 	
       67	           78 	
       68	           69 	
       69	           76 	
       70	           91 	
       71	           85 	
       72	           77 	
       73	           85 	
       74	           68 	
       75	           73 	
       76	           91 	
       77	           68 	
       78	           61 	
       79	           91 	
       80	           65 	
       81	           76 	
       82	           74 	
       83	           89 	
       84	           79 	
       85	           92 	
       86	           74 	
       87	           84 	
       88	           75 	
       89	           90 	
       90	           70 	
       91	           57 	
       92	           69 	
       93	           69 	
       94	           83 	
       95	           79 	
       96	          104 	
       97	           84 	
       98	           63 	
       99	           86 	
      100	           68 	
