Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-26
Time (HH:MM:SS):	23:24:01
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	         2878 	
        2	         2915 	
        3	         2868 	
        4	         2908 	
        5	         2856 	
        6	         2987 	
        7	         2855 	
        8	         2961 	
        9	         2866 	
       10	         2861 	
       11	         2896 	
       12	         2973 	
       13	         2819 	
       14	         2850 	
       15	         2864 	
       16	         2861 	
       17	         2839 	
       18	         2987 	
       19	         2821 	
       20	         2803 	
       21	         2816 	
       22	         2998 	
       23	         2863 	
       24	         2913 	
       25	         2908 	
       26	         2808 	
       27	         2886 	
       28	         2967 	
       29	         2884 	
       30	         2867 	
       31	         2879 	
       32	         2891 	
       33	         2902 	
       34	         2942 	
       35	         2849 	
       36	         2942 	
       37	         2842 	
       38	         2895 	
       39	         2882 	
       40	         2898 	
       41	         2987 	
       42	         2858 	
       43	         2902 	
       44	         2911 	
       45	         2889 	
       46	         2823 	
       47	         2898 	
       48	         3000 	
       49	         2907 	
       50	         2856 	
       51	         2982 	
       52	         2927 	
       53	         3000 	
       54	         2814 	
       55	         2788 	
       56	         2814 	
       57	         2960 	
       58	         2935 	
       59	         2856 	
       60	         2911 	
       61	         2856 	
       62	         2964 	
       63	         2863 	
       64	         2854 	
       65	         2794 	
       66	         2897 	
       67	         2824 	
       68	         2792 	
       69	         2987 	
       70	         2921 	
       71	         2975 	
       72	         2884 	
       73	         2858 	
       74	         2966 	
       75	         2847 	
       76	         2866 	
       77	         2942 	
       78	         2922 	
       79	         2926 	
       80	         2849 	
       81	         2881 	
       82	         2875 	
       83	         2861 	
       84	         2828 	
       85	         2900 	
       86	         2874 	
       87	         2875 	
       88	         2926 	
       89	         2827 	
       90	         2918 	
       91	         2896 	
       92	         2784 	
       93	         2830 	
       94	         2863 	
       95	         2871 	
       96	         2873 	
       97	         2944 	
       98	         2835 	
       99	         2968 	
      100	         2846 	
