Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-26
Time (HH:MM:SS):	23:17:14
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           56 	
        2	           52 	
        3	           39 	
        4	           42 	
        5	           49 	
        6	           43 	
        7	           53 	
        8	           53 	
        9	           41 	
       10	           51 	
       11	           47 	
       12	           52 	
       13	           49 	
       14	           46 	
       15	           52 	
       16	           50 	
       17	           51 	
       18	           49 	
       19	           42 	
       20	           57 	
       21	           56 	
       22	           57 	
       23	           39 	
       24	           48 	
       25	           52 	
       26	           45 	
       27	           47 	
       28	           59 	
       29	           49 	
       30	           44 	
       31	           54 	
       32	           50 	
       33	           47 	
       34	           54 	
       35	           49 	
       36	           43 	
       37	           48 	
       38	           56 	
       39	           47 	
       40	           42 	
       41	           47 	
       42	           52 	
       43	           51 	
       44	           57 	
       45	           43 	
       46	           54 	
       47	           56 	
       48	           45 	
       49	           38 	
       50	           49 	
       51	           52 	
       52	           41 	
       53	           61 	
       54	           46 	
       55	           43 	
       56	           39 	
       57	           60 	
       58	           45 	
       59	           29 	
       60	           48 	
       61	           60 	
       62	           47 	
       63	           59 	
       64	           46 	
       65	           46 	
       66	           36 	
       67	           52 	
       68	           62 	
       69	           48 	
       70	           44 	
       71	           51 	
       72	           46 	
       73	           47 	
       74	           45 	
       75	           53 	
       76	           40 	
       77	           45 	
       78	           54 	
       79	           58 	
       80	           57 	
       81	           52 	
       82	           53 	
       83	           66 	
       84	           41 	
       85	           56 	
       86	           61 	
       87	           66 	
       88	           47 	
       89	           52 	
       90	           41 	
       91	           47 	
       92	           49 	
       93	           49 	
       94	           46 	
       95	           47 	
       96	           50 	
       97	           59 	
       98	           62 	
       99	           47 	
      100	           56 	
