Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-26
Time (HH:MM:SS):	23:15:23
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           40 	
        2	           41 	
        3	           63 	
        4	           60 	
        5	           60 	
        6	           39 	
        7	           38 	
        8	           48 	
        9	           54 	
       10	           48 	
       11	           47 	
       12	           41 	
       13	           54 	
       14	           39 	
       15	           55 	
       16	           47 	
       17	           37 	
       18	           48 	
       19	           55 	
       20	           54 	
       21	           49 	
       22	           45 	
       23	           46 	
       24	           44 	
       25	           57 	
       26	           54 	
       27	           55 	
       28	           54 	
       29	           50 	
       30	           41 	
       31	           54 	
       32	           48 	
       33	           63 	
       34	           65 	
       35	           52 	
       36	           53 	
       37	           53 	
       38	           40 	
       39	           57 	
       40	           56 	
       41	           54 	
       42	           37 	
       43	           41 	
       44	           59 	
       45	           44 	
       46	           57 	
       47	           60 	
       48	           53 	
       49	           58 	
       50	           54 	
       51	           39 	
       52	           44 	
       53	           51 	
       54	           56 	
       55	           52 	
       56	           51 	
       57	           54 	
       58	           45 	
       59	           53 	
       60	           65 	
       61	           42 	
       62	           42 	
       63	           67 	
       64	           50 	
       65	           52 	
       66	           50 	
       67	           47 	
       68	           54 	
       69	           54 	
       70	           56 	
       71	           48 	
       72	           42 	
       73	           55 	
       74	           46 	
       75	           56 	
       76	           50 	
       77	           48 	
       78	           50 	
       79	           38 	
       80	           58 	
       81	           52 	
       82	           50 	
       83	           49 	
       84	           66 	
       85	           50 	
       86	           59 	
       87	           42 	
       88	           57 	
       89	           64 	
       90	           56 	
       91	           58 	
       92	           37 	
       93	           48 	
       94	           54 	
       95	           33 	
       96	           52 	
       97	           46 	
       98	           52 	
       99	           64 	
      100	           55 	
