Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-26
Time (HH:MM:SS):	23:12:26
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           45 	
        2	           55 	
        3	           41 	
        4	           57 	
        5	           56 	
        6	           58 	
        7	           58 	
        8	           51 	
        9	           50 	
       10	           58 	
       11	           45 	
       12	           52 	
       13	           67 	
       14	           61 	
       15	           40 	
       16	           40 	
       17	           35 	
       18	           55 	
       19	           54 	
       20	           51 	
       21	           52 	
       22	           47 	
       23	           50 	
       24	           34 	
       25	           47 	
       26	           45 	
       27	           57 	
       28	           58 	
       29	           47 	
       30	           50 	
       31	           58 	
       32	           48 	
       33	           57 	
       34	           51 	
       35	           44 	
       36	           49 	
       37	           45 	
       38	           54 	
       39	           69 	
       40	           48 	
       41	           46 	
       42	           49 	
       43	           52 	
       44	           56 	
       45	           51 	
       46	           56 	
       47	           41 	
       48	           60 	
       49	           49 	
       50	           58 	
       51	           56 	
       52	           67 	
       53	           49 	
       54	           48 	
       55	           58 	
       56	           54 	
       57	           52 	
       58	           55 	
       59	           58 	
       60	           58 	
       61	           43 	
       62	           60 	
       63	           54 	
       64	           50 	
       65	           50 	
       66	           53 	
       67	           55 	
       68	           51 	
       69	           62 	
       70	           45 	
       71	           44 	
       72	           60 	
       73	           55 	
       74	           49 	
       75	           48 	
       76	           49 	
       77	           38 	
       78	           53 	
       79	           71 	
       80	           53 	
       81	           57 	
       82	           31 	
       83	           59 	
       84	           47 	
       85	           47 	
       86	           49 	
       87	           55 	
       88	           52 	
       89	           48 	
       90	           39 	
       91	           67 	
       92	           53 	
       93	           56 	
       94	           55 	
       95	           59 	
       96	           48 	
       97	           49 	
       98	           43 	
       99	           65 	
      100	           47 	
