Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-26
Time (HH:MM:SS):	23:14:05
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	100
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	           58 	
        2	           49 	
        3	           50 	
        4	           53 	
        5	           50 	
        6	           64 	
        7	           50 	
        8	           51 	
        9	           56 	
       10	           54 	
       11	           53 	
       12	           58 	
       13	           41 	
       14	           51 	
       15	           47 	
       16	           57 	
       17	           48 	
       18	           50 	
       19	           62 	
       20	           25 	
       21	           45 	
       22	           58 	
       23	           39 	
       24	           53 	
       25	           51 	
       26	           52 	
       27	           50 	
       28	           45 	
       29	           48 	
       30	           59 	
       31	           49 	
       32	           32 	
       33	           37 	
       34	           54 	
       35	           47 	
       36	           55 	
       37	           58 	
       38	           66 	
       39	           40 	
       40	           51 	
       41	           58 	
       42	           43 	
       43	           63 	
       44	           35 	
       45	           63 	
       46	           55 	
       47	           55 	
       48	           60 	
       49	           56 	
       50	           45 	
       51	           63 	
       52	           57 	
       53	           42 	
       54	           48 	
       55	           39 	
       56	           62 	
       57	           54 	
       58	           46 	
       59	           55 	
       60	           58 	
       61	           50 	
       62	           57 	
       63	           46 	
       64	           51 	
       65	           55 	
       66	           55 	
       67	           57 	
       68	           70 	
       69	           60 	
       70	           53 	
       71	           46 	
       72	           58 	
       73	           47 	
       74	           46 	
       75	           55 	
       76	           49 	
       77	           68 	
       78	           50 	
       79	           51 	
       80	           54 	
       81	           42 	
       82	           50 	
       83	           50 	
       84	           38 	
       85	           61 	
       86	           51 	
       87	           59 	
       88	           50 	
       89	           57 	
       90	           43 	
       91	           45 	
       92	           34 	
       93	           62 	
       94	           46 	
       95	           56 	
       96	           60 	
       97	           49 	
       98	           59 	
       99	           55 	
      100	           51 	
