# bins en theta = 0.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	3978	3978000.000
2	3931	3931000.000
3	4031	4031000.000
4	3931	3931000.000
5	3949	3949000.000
6	3789	3789000.000
7	3863	3863000.000
8	3834	3834000.000
9	3873	3873000.000
10	3853	3853000.000
11	3880	3880000.000
12	3975	3975000.000
13	3927	3927000.000
14	3907	3907000.000
15	3934	3934000.000
16	3953	3953000.000
17	3874	3874000.000
18	3996	3996000.000
19	3869	3869000.000
20	3943	3943000.000
21	3928	3928000.000
22	3856	3856000.000
23	4005	4005000.000
24	3936	3936000.000
25	3905	3905000.000
26	4026	4026000.000
27	3999	3999000.000
28	3840	3840000.000
29	3950	3950000.000
30	3908	3908000.000
31	3925	3925000.000
32	3775	3775000.000
33	3788	3788000.000
34	3777	3777000.000
35	3953	3953000.000
36	4010	4010000.000
37	3993	3993000.000
38	3935	3935000.000
39	3949	3949000.000
40	3958	3958000.000
41	3787	3787000.000
42	3835	3835000.000
43	3923	3923000.000
44	3820	3820000.000
45	3991	3991000.000
46	3939	3939000.000
47	3967	3967000.000
48	3828	3828000.000
49	3976	3976000.000
50	3957	3957000.000
51	3926	3926000.000
52	3800	3800000.000
53	3870	3870000.000
54	3854	3854000.000
55	3815	3815000.000
56	3897	3897000.000
57	3860	3860000.000
58	3895	3895000.000
59	3944	3944000.000
60	4004	4004000.000
61	4028	4028000.000
62	3984	3984000.000
63	3875	3875000.000
64	3975	3975000.000
65	3974	3974000.000
66	3837	3837000.000
67	3864	3864000.000
68	4009	4009000.000
69	3930	3930000.000
70	3958	3958000.000
71	3963	3963000.000
72	4067	4067000.000
73	3965	3965000.000
74	3922	3922000.000
75	3888	3888000.000
76	3915	3915000.000
77	3880	3880000.000
78	3962	3962000.000
79	3914	3914000.000
80	3909	3909000.000
81	3967	3967000.000
82	3968	3968000.000
83	3968	3968000.000
84	4079	4079000.000
85	4081	4081000.000
86	3985	3985000.000
87	3985	3985000.000
88	3998	3998000.000
89	3906	3906000.000
90	3999	3999000.000
91	3894	3894000.000
92	4054	4054000.000
93	3944	3944000.000
94	3980	3980000.000
95	4033	4033000.000
96	3954	3954000.000
97	3941	3941000.000
98	3911	3911000.000
99	3862	3862000.000
100	3892	3892000.000
101	3825	3825000.000
102	3801	3801000.000
103	3910	3910000.000
104	3941	3941000.000
105	3923	3923000.000
106	3976	3976000.000
107	4062	4062000.000
108	3993	3993000.000
109	3850	3850000.000
110	3922	3922000.000
111	3872	3872000.000
112	3904	3904000.000
113	3850	3850000.000
114	3975	3975000.000
115	3970	3970000.000
116	3913	3913000.000
117	3964	3964000.000
118	3998	3998000.000
119	3944	3944000.000
120	3862	3862000.000
121	3869	3869000.000
122	3942	3942000.000
123	3889	3889000.000
124	3892	3892000.000
125	3873	3873000.000
126	3768	3768000.000
127	3940	3940000.000
128	3909	3909000.000
129	3935	3935000.000
130	3914	3914000.000
131	3966	3966000.000
132	3930	3930000.000
133	4006	4006000.000
134	3916	3916000.000
135	3931	3931000.000
136	3919	3919000.000
137	3926	3926000.000
138	3910	3910000.000
139	3822	3822000.000
140	3977	3977000.000
141	3995	3995000.000
142	3940	3940000.000
143	3922	3922000.000
144	3878	3878000.000
145	3915	3915000.000
146	3914	3914000.000
147	3910	3910000.000
148	3904	3904000.000
149	3898	3898000.000
150	3899	3899000.000
151	3863	3863000.000
152	4022	4022000.000
153	3959	3959000.000
154	3889	3889000.000
155	4042	4042000.000
156	4035	4035000.000
157	3930	3930000.000
158	3973	3973000.000
159	3894	3894000.000
160	4009	4009000.000
161	3985	3985000.000
162	3909	3909000.000
163	3926	3926000.000
164	3973	3973000.000
165	3934	3934000.000
166	3785	3785000.000
167	3862	3862000.000
168	3929	3929000.000
169	3805	3805000.000
170	3866	3866000.000
171	3961	3961000.000
172	3901	3901000.000
173	3826	3826000.000
174	3880	3880000.000
175	3915	3915000.000
176	3999	3999000.000
177	3946	3946000.000
178	3843	3843000.000
179	4043	4043000.000
180	3930	3930000.000
181	3930	3930000.000
182	3804	3804000.000
183	3989	3989000.000
184	3915	3915000.000
185	3886	3886000.000
186	3956	3956000.000
187	4051	4051000.000
188	3900	3900000.000
189	3900	3900000.000
190	3804	3804000.000
191	3957	3957000.000
192	3880	3880000.000
193	3846	3846000.000
194	3890	3890000.000
195	3853	3853000.000
196	3824	3824000.000
197	3874	3874000.000
198	3949	3949000.000
199	3989	3989000.000
200	3896	3896000.000
201	3995	3995000.000
202	3889	3889000.000
203	3929	3929000.000
204	3935	3935000.000
205	3962	3962000.000
206	3942	3942000.000
207	3889	3889000.000
208	3953	3953000.000
209	4003	4003000.000
210	3992	3992000.000
211	3901	3901000.000
212	3849	3849000.000
213	3922	3922000.000
214	3789	3789000.000
215	3852	3852000.000
216	3829	3829000.000
217	3905	3905000.000
218	3838	3838000.000
219	3819	3819000.000
220	3883	3883000.000
221	3918	3918000.000
222	4023	4023000.000
223	4087	4087000.000
224	3981	3981000.000
225	4000	4000000.000
226	3986	3986000.000
227	3892	3892000.000
228	3861	3861000.000
229	3837	3837000.000
230	3906	3906000.000
231	3937	3937000.000
232	3929	3929000.000
233	3911	3911000.000
234	3835	3835000.000
235	3852	3852000.000
236	3899	3899000.000
237	3813	3813000.000
238	3889	3889000.000
239	3859	3859000.000
240	3877	3877000.000
241	3891	3891000.000
242	3776	3776000.000
243	3851	3851000.000
244	3798	3798000.000
245	3969	3969000.000
246	3986	3986000.000
247	3956	3956000.000
248	3991	3991000.000
249	4008	4008000.000
250	4016	4016000.000
251	3849	3849000.000
252	4020	4020000.000
253	3906	3906000.000
254	3941	3941000.000
255	3923	3923000.000
256	3958	3958000.000
257	3942	3942000.000
258	3842	3842000.000
259	3891	3891000.000
260	3850	3850000.000
261	3983	3983000.000
262	3895	3895000.000
263	3974	3974000.000
264	3797	3797000.000
265	3947	3947000.000
266	3898	3898000.000
267	3842	3842000.000
268	4014	4014000.000
269	4015	4015000.000
270	3954	3954000.000
271	3886	3886000.000
272	3922	3922000.000
273	3903	3903000.000
274	3909	3909000.000
275	3985	3985000.000
276	4027	4027000.000
277	3922	3922000.000
278	3879	3879000.000
279	3957	3957000.000
280	3946	3946000.000
281	3936	3936000.000
282	3865	3865000.000
283	3922	3922000.000
284	3888	3888000.000
285	3862	3862000.000
286	3965	3965000.000
287	3910	3910000.000
288	3828	3828000.000
289	3789	3789000.000
290	3861	3861000.000
291	3919	3919000.000
292	3939	3939000.000
293	3965	3965000.000
294	3958	3958000.000
295	3894	3894000.000
296	4002	4002000.000
297	3958	3958000.000
298	3952	3952000.000
299	3983	3983000.000
300	3960	3960000.000
301	3949	3949000.000
302	3984	3984000.000
303	3964	3964000.000
304	3874	3874000.000
305	3850	3850000.000
306	3855	3855000.000
307	3820	3820000.000
308	3918	3918000.000
309	3878	3878000.000
310	3833	3833000.000
311	3777	3777000.000
312	3798	3798000.000
313	3826	3826000.000
314	3925	3925000.000
315	4000	4000000.000
316	3987	3987000.000
317	3913	3913000.000
318	3933	3933000.000
319	3908	3908000.000
320	3872	3872000.000
321	3933	3933000.000
322	3929	3929000.000
323	3839	3839000.000
324	4008	4008000.000
325	3924	3924000.000
326	3981	3981000.000
327	3821	3821000.000
328	3824	3824000.000
329	3905	3905000.000
330	3949	3949000.000
331	3956	3956000.000
332	3879	3879000.000
333	3939	3939000.000
334	3833	3833000.000
335	3769	3769000.000
336	3831	3831000.000
337	3889	3889000.000
338	3925	3925000.000
339	3874	3874000.000
340	3967	3967000.000
341	3981	3981000.000
342	3934	3934000.000
343	3959	3959000.000
344	3908	3908000.000
345	3938	3938000.000
346	3935	3935000.000
347	4028	4028000.000
348	4010	4010000.000
349	3970	3970000.000
350	3938	3938000.000
351	3850	3850000.000
352	3870	3870000.000
353	3918	3918000.000
354	3924	3924000.000
355	3860	3860000.000
356	3915	3915000.000
357	3894	3894000.000
358	3870	3870000.000
359	3934	3934000.000
360	3924	3924000.000
361	3902	3902000.000
362	4012	4012000.000
363	3990	3990000.000
364	3961	3961000.000
365	3929	3929000.000
366	3838	3838000.000
367	3937	3937000.000
368	3992	3992000.000
369	3994	3994000.000
370	3992	3992000.000
371	3885	3885000.000
372	3968	3968000.000
373	3940	3940000.000
374	3905	3905000.000
375	3823	3823000.000
376	3798	3798000.000
377	3820	3820000.000
378	3826	3826000.000
379	3786	3786000.000
380	3833	3833000.000
381	3786	3786000.000
382	3843	3843000.000
383	3792	3792000.000
384	3913	3913000.000
385	3928	3928000.000
386	4045	4045000.000
387	3894	3894000.000
388	3975	3975000.000
389	4046	4046000.000
390	3959	3959000.000
391	3909	3909000.000
392	3955	3955000.000
393	4016	4016000.000
394	3899	3899000.000
395	3960	3960000.000
396	3941	3941000.000
397	3915	3915000.000
398	3917	3917000.000
399	3893	3893000.000
400	3899	3899000.000
401	3923	3923000.000
402	3990	3990000.000
403	3946	3946000.000
404	3801	3801000.000
405	3800	3800000.000
406	3930	3930000.000
407	3946	3946000.000
408	4071	4071000.000
409	3950	3950000.000
410	4038	4038000.000
