# bins en theta = 230.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	4259	4259000.000
2	4318	4318000.000
3	4425	4425000.000
4	4352	4352000.000
5	4331	4331000.000
6	4396	4396000.000
7	4276	4276000.000
8	4279	4279000.000
9	4322	4322000.000
10	4288	4288000.000
11	4324	4324000.000
12	4230	4230000.000
13	4317	4317000.000
14	4346	4346000.000
15	4410	4410000.000
16	4454	4454000.000
17	4333	4333000.000
18	4467	4467000.000
19	4325	4325000.000
20	4286	4286000.000
21	4256	4256000.000
22	4309	4309000.000
23	4264	4264000.000
24	4386	4386000.000
25	4455	4455000.000
26	4427	4427000.000
27	4319	4319000.000
28	4369	4369000.000
29	4383	4383000.000
30	4272	4272000.000
31	4261	4261000.000
32	4258	4258000.000
33	4295	4295000.000
34	4276	4276000.000
35	4270	4270000.000
36	4238	4238000.000
37	4317	4317000.000
38	4420	4420000.000
39	4395	4395000.000
40	4369	4369000.000
41	4450	4450000.000
42	4243	4243000.000
43	4328	4328000.000
44	4246	4246000.000
45	4178	4178000.000
46	4266	4266000.000
47	4335	4335000.000
48	4299	4299000.000
49	4403	4403000.000
50	4397	4397000.000
51	4347	4347000.000
52	4381	4381000.000
53	4350	4350000.000
54	4308	4308000.000
55	4389	4389000.000
56	4275	4275000.000
57	4306	4306000.000
58	4251	4251000.000
59	4352	4352000.000
60	4417	4417000.000
61	4386	4386000.000
62	4365	4365000.000
63	4350	4350000.000
64	4414	4414000.000
65	4216	4216000.000
66	4269	4269000.000
67	4255	4255000.000
68	4275	4275000.000
69	4308	4308000.000
70	4268	4268000.000
71	4242	4242000.000
72	4408	4408000.000
73	4404	4404000.000
74	4276	4276000.000
75	4366	4366000.000
76	4352	4352000.000
77	4258	4258000.000
78	4280	4280000.000
79	4218	4218000.000
80	4260	4260000.000
81	4296	4296000.000
82	4333	4333000.000
83	4417	4417000.000
84	4380	4380000.000
85	4416	4416000.000
86	4305	4305000.000
87	4259	4259000.000
88	4294	4294000.000
89	4264	4264000.000
90	4262	4262000.000
91	4274	4274000.000
92	4265	4265000.000
93	4303	4303000.000
94	4376	4376000.000
95	4290	4290000.000
96	4501	4501000.000
97	4301	4301000.000
98	4328	4328000.000
99	4338	4338000.000
100	4344	4344000.000
101	4307	4307000.000
102	4267	4267000.000
103	4294	4294000.000
104	4278	4278000.000
105	4203	4203000.000
106	4279	4279000.000
107	4330	4330000.000
108	4312	4312000.000
109	4346	4346000.000
110	4390	4390000.000
111	4390	4390000.000
112	4423	4423000.000
113	4199	4199000.000
114	4155	4155000.000
115	4272	4272000.000
116	4371	4371000.000
117	4432	4432000.000
118	4343	4343000.000
119	4322	4322000.000
120	4325	4325000.000
121	4350	4350000.000
122	4273	4273000.000
123	4243	4243000.000
124	4242	4242000.000
125	4313	4313000.000
126	4208	4208000.000
127	4236	4236000.000
128	4302	4302000.000
129	4285	4285000.000
130	4360	4360000.000
131	4403	4403000.000
132	4389	4389000.000
133	4310	4310000.000
134	4399	4399000.000
135	4290	4290000.000
136	4314	4314000.000
137	4230	4230000.000
138	4201	4201000.000
139	4319	4319000.000
140	4324	4324000.000
141	4318	4318000.000
142	4418	4418000.000
143	4390	4390000.000
144	4359	4359000.000
145	4383	4383000.000
146	4421	4421000.000
147	4334	4334000.000
148	4273	4273000.000
149	4304	4304000.000
150	4233	4233000.000
151	4349	4349000.000
152	4341	4341000.000
153	4379	4379000.000
154	4416	4416000.000
155	4345	4345000.000
156	4281	4281000.000
157	4338	4338000.000
158	4219	4219000.000
159	4273	4273000.000
160	4213	4213000.000
161	4308	4308000.000
162	4297	4297000.000
163	4189	4189000.000
164	4347	4347000.000
165	4378	4378000.000
166	4475	4475000.000
167	4356	4356000.000
168	4272	4272000.000
169	4293	4293000.000
170	4250	4250000.000
171	4351	4351000.000
172	4269	4269000.000
173	4310	4310000.000
174	4265	4265000.000
175	4202	4202000.000
176	4259	4259000.000
177	4338	4338000.000
178	4354	4354000.000
179	4310	4310000.000
180	4431	4431000.000
181	4365	4365000.000
182	4408	4408000.000
183	4339	4339000.000
184	4358	4358000.000
185	4371	4371000.000
186	4437	4437000.000
187	4386	4386000.000
188	4390	4390000.000
189	4408	4408000.000
190	4375	4375000.000
191	4168	4168000.000
192	4323	4323000.000
193	4362	4362000.000
194	4232	4232000.000
195	4299	4299000.000
196	4215	4215000.000
197	4292	4292000.000
198	4301	4301000.000
199	4357	4357000.000
200	4285	4285000.000
201	4390	4390000.000
202	4302	4302000.000
203	4410	4410000.000
204	4321	4321000.000
205	4201	4201000.000
206	4323	4323000.000
207	4290	4290000.000
208	4275	4275000.000
209	4361	4361000.000
210	4406	4406000.000
211	4375	4375000.000
212	4405	4405000.000
213	4420	4420000.000
214	4248	4248000.000
215	4341	4341000.000
216	4214	4214000.000
217	4289	4289000.000
218	4235	4235000.000
219	4151	4151000.000
220	4300	4300000.000
221	4326	4326000.000
222	4303	4303000.000
223	4344	4344000.000
224	4406	4406000.000
225	4364	4364000.000
226	4400	4400000.000
227	4363	4363000.000
228	4351	4351000.000
229	4283	4283000.000
230	4203	4203000.000
231	4303	4303000.000
232	4331	4331000.000
233	4360	4360000.000
234	4390	4390000.000
235	4390	4390000.000
236	4426	4426000.000
237	4264	4264000.000
238	4260	4260000.000
239	4245	4245000.000
240	4222	4222000.000
241	4273	4273000.000
242	4242	4242000.000
243	4317	4317000.000
244	4300	4300000.000
245	4372	4372000.000
246	4279	4279000.000
247	4328	4328000.000
248	4325	4325000.000
249	4440	4440000.000
250	4346	4346000.000
251	4432	4432000.000
252	4284	4284000.000
253	4347	4347000.000
254	4309	4309000.000
255	4281	4281000.000
256	4203	4203000.000
257	4458	4458000.000
258	4447	4447000.000
259	4401	4401000.000
260	4329	4329000.000
261	4228	4228000.000
262	4387	4387000.000
263	4270	4270000.000
264	4304	4304000.000
265	4276	4276000.000
266	4190	4190000.000
267	4321	4321000.000
268	4344	4344000.000
269	4320	4320000.000
270	4363	4363000.000
271	4412	4412000.000
272	4325	4325000.000
273	4348	4348000.000
274	4322	4322000.000
275	4228	4228000.000
276	4247	4247000.000
277	4221	4221000.000
278	4332	4332000.000
279	4338	4338000.000
280	4358	4358000.000
281	4391	4391000.000
282	4434	4434000.000
283	4377	4377000.000
284	4273	4273000.000
285	4334	4334000.000
286	4195	4195000.000
287	4249	4249000.000
288	4172	4172000.000
289	4287	4287000.000
290	4316	4316000.000
291	4261	4261000.000
292	4352	4352000.000
293	4284	4284000.000
294	4431	4431000.000
295	4417	4417000.000
296	4327	4327000.000
297	4331	4331000.000
298	4213	4213000.000
299	4220	4220000.000
300	4282	4282000.000
301	4350	4350000.000
302	4301	4301000.000
303	4365	4365000.000
304	4354	4354000.000
305	4304	4304000.000
306	4400	4400000.000
307	4389	4389000.000
308	4216	4216000.000
309	4344	4344000.000
310	4201	4201000.000
311	4314	4314000.000
312	4340	4340000.000
313	4257	4257000.000
314	4361	4361000.000
315	4306	4306000.000
316	4398	4398000.000
317	4342	4342000.000
318	4314	4314000.000
319	4298	4298000.000
320	4233	4233000.000
321	4343	4343000.000
322	4331	4331000.000
323	4200	4200000.000
324	4239	4239000.000
325	4309	4309000.000
326	4356	4356000.000
327	4409	4409000.000
328	4386	4386000.000
329	4374	4374000.000
330	4341	4341000.000
331	4191	4191000.000
332	4325	4325000.000
333	4214	4214000.000
334	4323	4323000.000
335	4310	4310000.000
336	4301	4301000.000
337	4282	4282000.000
338	4309	4309000.000
339	4326	4326000.000
340	4370	4370000.000
341	4350	4350000.000
342	4311	4311000.000
343	4334	4334000.000
344	4295	4295000.000
345	4244	4244000.000
346	4248	4248000.000
347	4220	4220000.000
348	4283	4283000.000
349	4347	4347000.000
350	4305	4305000.000
351	4302	4302000.000
352	4489	4489000.000
353	4353	4353000.000
354	4303	4303000.000
355	4324	4324000.000
356	4319	4319000.000
357	4294	4294000.000
358	4241	4241000.000
359	4380	4380000.000
360	4235	4235000.000
361	4220	4220000.000
362	4416	4416000.000
363	4406	4406000.000
364	4347	4347000.000
365	4273	4273000.000
366	4246	4246000.000
367	4309	4309000.000
368	4252	4252000.000
369	4232	4232000.000
370	4332	4332000.000
371	4244	4244000.000
372	4318	4318000.000
373	4408	4408000.000
374	4299	4299000.000
375	4540	4540000.000
376	4357	4357000.000
377	4392	4392000.000
378	4331	4331000.000
379	4263	4263000.000
380	4109	4109000.000
381	4339	4339000.000
382	4283	4283000.000
383	4322	4322000.000
384	4342	4342000.000
385	4312	4312000.000
386	4374	4374000.000
387	4363	4363000.000
388	4372	4372000.000
389	4227	4227000.000
390	4277	4277000.000
391	4252	4252000.000
392	4237	4237000.000
393	4218	4218000.000
394	4350	4350000.000
395	4242	4242000.000
396	4299	4299000.000
397	4328	4328000.000
398	4419	4419000.000
399	4467	4467000.000
400	4338	4338000.000
401	4329	4329000.000
402	4322	4322000.000
403	4305	4305000.000
404	4320	4320000.000
405	4303	4303000.000
406	4354	4354000.000
407	4284	4284000.000
408	4447	4447000.000
409	4429	4429000.000
410	4326	4326000.000
411	4295	4295000.000
412	4219	4219000.000
413	4281	4281000.000
414	4404	4404000.000
415	4254	4254000.000
416	4220	4220000.000
417	4284	4284000.000
418	4265	4265000.000
419	4311	4311000.000
420	4375	4375000.000
421	4490	4490000.000
422	4310	4310000.000
423	4434	4434000.000
424	4332	4332000.000
425	4370	4370000.000
426	4329	4329000.000
427	4252	4252000.000
428	4317	4317000.000
429	4363	4363000.000
430	4328	4328000.000
431	4372	4372000.000
432	4395	4395000.000
433	4403	4403000.000
434	4372	4372000.000
435	4330	4330000.000
436	4264	4264000.000
437	4228	4228000.000
438	4260	4260000.000
439	4317	4317000.000
440	4307	4307000.000
441	4254	4254000.000
442	4331	4331000.000
443	4277	4277000.000
444	4432	4432000.000
445	4380	4380000.000
446	4286	4286000.000
447	4369	4369000.000
448	4308	4308000.000
449	4323	4323000.000
450	4333	4333000.000
451	4318	4318000.000
452	4320	4320000.000
453	4382	4382000.000
454	4323	4323000.000
455	4394	4394000.000
456	4373	4373000.000
457	4368	4368000.000
458	4318	4318000.000
459	4312	4312000.000
460	4239	4239000.000
461	4206	4206000.000
462	4281	4281000.000
463	4349	4349000.000
464	4275	4275000.000
465	4336	4336000.000
