# bins en theta = 220.00 deg
# bin_length_s = 0.001000
# bin	counts	CPS
1	4478	4478000.000
2	4491	4491000.000
3	4423	4423000.000
4	4408	4408000.000
5	4472	4472000.000
6	4374	4374000.000
7	4250	4250000.000
8	4374	4374000.000
9	4375	4375000.000
10	4436	4436000.000
11	4432	4432000.000
12	4524	4524000.000
13	4406	4406000.000
14	4272	4272000.000
15	4265	4265000.000
16	4238	4238000.000
17	4317	4317000.000
18	4398	4398000.000
19	4372	4372000.000
20	4326	4326000.000
21	4284	4284000.000
22	4404	4404000.000
23	4461	4461000.000
24	4544	4544000.000
25	4342	4342000.000
26	4448	4448000.000
27	4288	4288000.000
28	4377	4377000.000
29	4323	4323000.000
30	4279	4279000.000
31	4433	4433000.000
32	4418	4418000.000
33	4502	4502000.000
34	4374	4374000.000
35	4462	4462000.000
36	4489	4489000.000
37	4387	4387000.000
38	4285	4285000.000
39	4348	4348000.000
40	4203	4203000.000
41	4354	4354000.000
42	4324	4324000.000
43	4251	4251000.000
44	4298	4298000.000
45	4463	4463000.000
46	4437	4437000.000
47	4452	4452000.000
48	4502	4502000.000
49	4373	4373000.000
50	4327	4327000.000
51	4298	4298000.000
52	4338	4338000.000
53	4247	4247000.000
54	4339	4339000.000
55	4357	4357000.000
56	4423	4423000.000
57	4441	4441000.000
58	4412	4412000.000
59	4522	4522000.000
60	4329	4329000.000
61	4376	4376000.000
62	4428	4428000.000
63	4371	4371000.000
64	4358	4358000.000
65	4381	4381000.000
66	4323	4323000.000
67	4371	4371000.000
68	4303	4303000.000
69	4392	4392000.000
70	4469	4469000.000
71	4454	4454000.000
72	4539	4539000.000
73	4435	4435000.000
74	4479	4479000.000
75	4429	4429000.000
76	4281	4281000.000
77	4362	4362000.000
78	4386	4386000.000
79	4341	4341000.000
80	4418	4418000.000
81	4535	4535000.000
82	4529	4529000.000
83	4357	4357000.000
84	4405	4405000.000
85	4378	4378000.000
86	4400	4400000.000
87	4321	4321000.000
88	4409	4409000.000
89	4354	4354000.000
90	4322	4322000.000
91	4348	4348000.000
92	4424	4424000.000
93	4441	4441000.000
94	4443	4443000.000
95	4347	4347000.000
96	4421	4421000.000
97	4396	4396000.000
98	4306	4306000.000
99	4427	4427000.000
100	4371	4371000.000
101	4320	4320000.000
102	4431	4431000.000
103	4458	4458000.000
104	4416	4416000.000
105	4319	4319000.000
106	4349	4349000.000
107	4396	4396000.000
108	4268	4268000.000
109	4342	4342000.000
110	4441	4441000.000
111	4288	4288000.000
112	4310	4310000.000
113	4367	4367000.000
114	4377	4377000.000
115	4382	4382000.000
116	4468	4468000.000
117	4459	4459000.000
118	4429	4429000.000
119	4507	4507000.000
120	4458	4458000.000
121	4466	4466000.000
122	4376	4376000.000
123	4471	4471000.000
124	4379	4379000.000
125	4454	4454000.000
126	4389	4389000.000
127	4415	4415000.000
128	4494	4494000.000
129	4384	4384000.000
130	4285	4285000.000
131	4359	4359000.000
132	4318	4318000.000
133	4288	4288000.000
134	4346	4346000.000
135	4325	4325000.000
136	4491	4491000.000
137	4293	4293000.000
138	4326	4326000.000
139	4488	4488000.000
140	4484	4484000.000
141	4471	4471000.000
142	4488	4488000.000
143	4377	4377000.000
144	4253	4253000.000
145	4408	4408000.000
146	4330	4330000.000
147	4429	4429000.000
148	4354	4354000.000
149	4463	4463000.000
150	4406	4406000.000
151	4464	4464000.000
152	4396	4396000.000
153	4331	4331000.000
154	4279	4279000.000
155	4398	4398000.000
156	4409	4409000.000
157	4262	4262000.000
158	4282	4282000.000
159	4274	4274000.000
160	4421	4421000.000
161	4388	4388000.000
162	4409	4409000.000
163	4525	4525000.000
164	4453	4453000.000
165	4409	4409000.000
166	4275	4275000.000
167	4430	4430000.000
168	4315	4315000.000
169	4346	4346000.000
170	4349	4349000.000
171	4398	4398000.000
172	4388	4388000.000
173	4402	4402000.000
174	4514	4514000.000
175	4433	4433000.000
176	4372	4372000.000
177	4358	4358000.000
178	4341	4341000.000
179	4352	4352000.000
180	4328	4328000.000
181	4288	4288000.000
182	4326	4326000.000
183	4399	4399000.000
184	4377	4377000.000
185	4479	4479000.000
186	4443	4443000.000
187	4480	4480000.000
188	4370	4370000.000
189	4440	4440000.000
190	4343	4343000.000
191	4458	4458000.000
192	4254	4254000.000
193	4341	4341000.000
194	4388	4388000.000
195	4425	4425000.000
196	4420	4420000.000
197	4523	4523000.000
198	4451	4451000.000
199	4402	4402000.000
200	4300	4300000.000
201	4318	4318000.000
202	4431	4431000.000
203	4306	4306000.000
204	4331	4331000.000
205	4364	4364000.000
206	4332	4332000.000
207	4316	4316000.000
208	4409	4409000.000
209	4506	4506000.000
210	4520	4520000.000
211	4346	4346000.000
212	4379	4379000.000
213	4311	4311000.000
214	4388	4388000.000
215	4324	4324000.000
216	4288	4288000.000
217	4429	4429000.000
218	4470	4470000.000
219	4445	4445000.000
220	4450	4450000.000
221	4477	4477000.000
222	4389	4389000.000
223	4338	4338000.000
224	4297	4297000.000
225	4375	4375000.000
226	4232	4232000.000
227	4446	4446000.000
228	4259	4259000.000
229	4234	4234000.000
230	4428	4428000.000
231	4354	4354000.000
232	4450	4450000.000
233	4565	4565000.000
234	4352	4352000.000
235	4469	4469000.000
236	4462	4462000.000
237	4321	4321000.000
238	4402	4402000.000
239	4383	4383000.000
240	4397	4397000.000
241	4434	4434000.000
242	4471	4471000.000
243	4420	4420000.000
244	4493	4493000.000
