# potencia laser durante la medida en theta = 170.00 deg
# t[s]	P[uW]
0.0195	100010.44813
0.4417	100027.36414
0.8717	100043.28509
1.2938	100027.36414
1.7114	100027.36414
2.1336	99961.69021
2.5558	100010.44813
2.9780	100027.36414
3.4001	100059.20604
3.8185	100043.28509
4.2371	100059.20604
4.6594	100027.36414
5.0770	100027.36414
5.5032	100027.36414
5.9254	100010.44813
6.3476	100027.36414
6.7666	100010.44813
7.1851	100010.44813
7.6074	100010.44813
8.0249	99945.76926
8.4473	100027.36414
8.8695	100043.28509
9.2926	100059.20604
9.7147	100027.36414
