# potencia laser durante la medida en theta = 340.00 deg
# t[s]	P[uW]
0.0188	99945.76926
0.4410	99994.52717
0.8667	99994.52717
1.2889	99945.76926
1.7110	100010.44813
2.1332	100010.44813
2.5508	100027.36414
2.9692	100010.44813
3.3914	99994.52717
3.8137	100043.28509
4.2348	100027.36414
4.6571	99994.52717
5.0789	100076.12205
5.5010	100010.44813
5.9214	100010.44813
6.3435	99978.60622
6.7656	99961.69021
7.1845	100010.44813
7.6066	99897.01134
8.0289	99929.84830
8.4479	99912.93229
8.8738	99978.60622
9.3034	100027.36414
9.7218	100010.44813
