# potencia laser durante la medida en theta = 180.00 deg
# t[s]	P[uW]
0.0237	99961.69021
0.4424	99978.60622
0.8647	99961.69021
1.2869	99978.60622
1.7091	100027.36414
2.1313	99978.60622
2.5536	100043.28509
2.9711	99994.52717
3.3933	100010.44813
3.8156	99994.52717
4.2333	100059.20604
4.6555	99961.69021
5.0848	100027.36414
5.5022	100010.44813
5.9244	99961.69021
6.3465	99978.60622
6.7687	99961.69021
7.1894	99978.60622
7.6116	99994.52717
8.0340	99994.52717
8.4525	100010.44813
8.8698	99994.52717
9.2924	100059.20604
9.7186	99978.60622
