# potencia laser durante la medida en theta = 300.00 deg
# t[s]	P[uW]
0.0198	100010.44813
0.4383	99978.60622
0.8605	99929.84830
1.2830	99961.69021
1.7051	100043.28509
2.1272	100010.44813
2.5446	100043.28509
2.9668	99978.60622
3.3890	100010.44813
3.8111	100027.36414
4.2333	99961.69021
4.6556	99978.60622
5.0782	99945.76926
5.5055	99978.60622
5.9238	99961.69021
6.3460	99994.52717
6.7682	99978.60622
7.1857	99994.52717
7.6038	99978.60622
8.0213	99994.52717
8.4404	100027.36414
8.8627	99994.52717
9.2944	100010.44813
9.7134	99912.93229
