# potencia laser durante la medida en theta = 100.00 deg
# t[s]	P[uW]
0.0216	100027.36414
0.4439	100010.44813
0.8658	99961.69021
1.2891	99994.52717
1.7113	100043.28509
2.1337	99994.52717
2.5513	100043.28509
2.9735	100010.44813
3.3911	100027.36414
3.8134	99961.69021
4.2357	99978.60622
4.6579	99994.52717
5.0867	99961.69021
5.5046	100010.44813
5.9224	99978.60622
6.3446	99978.60622
6.7668	99978.60622
7.1846	100043.28509
7.6068	99994.52717
8.0291	99945.76926
8.4513	99978.60622
8.8737	99978.60622
9.3058	100027.36414
9.7232	100027.36414
