# potencia laser durante la medida en theta = 230.00 deg
# t[s]	P[uW]
0.0190	99945.76926
0.4371	99929.84830
0.8594	99945.76926
1.2782	99929.84830
1.7004	99994.52717
2.1178	99994.52717
2.5399	99978.60622
2.9621	99961.69021
3.3843	99961.69021
3.8066	99978.60622
4.2241	99994.52717
4.6464	99880.09533
5.0747	99994.52717
5.5017	100010.44813
5.9239	99961.69021
6.3461	99978.60622
6.7635	100027.36414
7.1857	99978.60622
7.6079	100043.28509
8.0302	100027.36414
8.4524	99978.60622
8.8782	100027.36414
9.3085	99978.60622
9.7307	100010.44813
