# potencia laser durante la medida en theta = 320.00 deg
# t[s]	P[uW]
0.0196	99978.60622
0.4414	99961.69021
0.8637	100010.44813
1.2861	100010.44813
1.7083	100027.36414
2.1305	100027.36414
2.5528	100027.36414
2.9750	100027.36414
3.3972	100043.28509
3.8194	100027.36414
4.2367	99978.60622
4.6589	100043.28509
5.0781	100043.28509
5.5040	99961.69021
5.9262	100027.36414
6.3436	99978.60622
6.7658	99994.52717
7.1879	99978.60622
7.6102	99978.60622
8.0324	99978.60622
8.4548	99994.52717
8.8770	99978.60622
9.2949	100027.36414
9.7225	99978.60622
