# potencia laser durante la medida en theta = 160.00 deg
# t[s]	P[uW]
0.0232	99961.69021
0.4455	99961.69021
0.8707	100027.36414
1.2932	99978.60622
1.7153	100010.44813
2.1336	99961.69021
2.5559	99978.60622
2.9780	100010.44813
3.4002	100010.44813
3.8181	100010.44813
4.2364	100010.44813
4.6586	99961.69021
5.0834	100010.44813
5.5017	99945.76926
5.9238	99994.52717
6.3461	100010.44813
6.7683	99961.69021
7.1904	99912.93229
7.6127	99945.76926
8.0349	100027.36414
8.4573	100027.36414
8.8796	99994.52717
9.3071	100043.28509
9.7247	100010.44813
