# potencia laser durante la medida en theta = 0.00 deg
# t[s]	P[uW]
0.0197	99994.52717
0.4420	99961.69021
0.8643	99945.76926
1.2923	100010.44813
1.7144	100027.36414
2.1366	99978.60622
2.5588	99961.69021
2.9811	99994.52717
3.3987	99945.76926
3.8161	99978.60622
4.2383	99978.60622
4.6571	99978.60622
5.0800	99961.69021
5.5033	100010.44813
5.9223	99961.69021
6.3444	99912.93229
6.7667	99994.52717
7.1889	99978.60622
7.6111	99978.60622
8.0294	99961.69021
8.4517	99978.60622
8.8705	99961.69021
9.2951	99978.60622
9.7172	100010.44813
