# potencia laser durante la medida en theta = 20.00 deg
# t[s]	P[uW]
0.0233	99994.52717
0.4456	99978.60622
0.8684	99978.60622
1.2898	99978.60622
1.7120	99994.52717
2.1343	99897.01134
2.5565	100010.44813
2.9787	100027.36414
3.3962	99994.52717
3.8154	99994.52717
4.2377	100010.44813
4.6600	99945.76926
5.0877	99978.60622
5.5089	99978.60622
5.9311	99978.60622
6.3533	100027.36414
6.7715	99978.60622
7.1937	99961.69021
7.6160	99994.52717
8.0337	99961.69021
8.4559	99945.76926
8.8748	99961.69021
9.3036	100010.44813
9.7258	99961.69021
