# potencia laser durante la medida en theta = 140.00 deg
# t[s]	P[uW]
0.0213	99961.69021
0.4436	99945.76926
0.8660	100027.36414
1.2841	99961.69021
1.7022	99978.60622
2.1212	99994.52717
2.5435	99961.69021
2.9611	100027.36414
3.3833	99978.60622
3.8055	99929.84830
4.2231	99994.52717
4.6405	100010.44813
5.0627	99978.60622
5.4853	99945.76926
5.9070	99978.60622
6.3292	100010.44813
6.7515	99945.76926
7.1737	99945.76926
7.5918	99978.60622
8.0140	99929.84830
8.4363	99945.76926
8.8548	99994.52717
9.2842	99945.76926
9.7137	100027.36414
