# potencia laser durante la medida en theta = 240.00 deg
# t[s]	P[uW]
0.0186	99978.60622
0.4409	100043.28509
0.8582	100027.36414
1.2805	99945.76926
1.7026	99945.76926
2.1203	99994.52717
2.5425	99978.60622
2.9646	99978.60622
3.3866	99978.60622
3.8081	99994.52717
4.2257	99994.52717
4.6480	100027.36414
5.0663	100010.44813
5.4952	100010.44813
5.9163	99897.01134
6.3385	99994.52717
6.7607	100010.44813
7.1786	99994.52717
7.6009	100010.44813
8.0183	100027.36414
8.4358	99961.69021
8.8580	99978.60622
9.2756	99961.69021
9.7074	99994.52717
