# potencia laser durante la medida en theta = 230.00 deg
# t[s]	P[uW]
0.0230	100059.71338
0.4452	100059.71338
0.8636	99995.02389
1.2879	99995.02389
1.7105	99978.10510
2.1327	99995.02389
2.5507	99962.18153
2.9730	100010.94745
3.3909	100043.78981
3.8095	99978.10510
4.2317	100059.71338
4.6498	99995.02389
5.0722	100059.71338
5.4946	99962.18153
5.9194	99962.18153
6.3417	100026.87102
6.7598	100010.94745
7.1820	99946.25796
7.6009	100043.78981
8.0232	99962.18153
8.4455	99946.25796
8.8642	99962.18153
9.2828	99995.02389
9.7114	100059.71338
