# potencia laser durante la medida en theta = 200.00 deg
# t[s]	P[uW]
0.0200	99978.10510
0.4422	99995.02389
0.8645	99978.10510
1.2868	99962.18153
1.7042	100010.94745
2.1225	99995.02389
2.5447	100010.94745
2.9622	100043.78981
3.3843	99978.10510
3.8065	100010.94745
4.2254	100010.94745
4.6477	99995.02389
5.0700	99962.18153
5.4962	99995.02389
5.9183	100010.94745
6.3361	100059.71338
6.7583	100092.55573
7.1806	100026.87102
7.5984	100092.55573
8.0206	99978.10510
8.4394	100010.94745
8.8617	99995.02389
9.2877	100026.87102
9.7204	99995.02389
