# potencia laser durante la medida en theta = 140.00 deg
# t[s]	P[uW]
0.0201	99978.10510
0.4388	99995.02389
0.8666	99946.25796
1.2910	99978.10510
1.7132	99962.18153
2.1355	100026.87102
2.5576	100010.94745
2.9800	99978.10510
3.4022	99978.10510
3.8244	100026.87102
4.2466	100026.87102
4.6702	99913.41561
5.0979	100010.94745
5.5200	100026.87102
5.9421	100026.87102
6.3643	100026.87102
6.7837	100010.94745
7.2060	100059.71338
7.6282	99995.02389
8.0504	100026.87102
8.4744	99946.25796
8.9066	99995.02389
9.3288	100010.94745
9.7467	99946.25796
