# potencia laser durante la medida en theta = 250.00 deg
# t[s]	P[uW]
0.0193	99978.10510
0.4416	99978.10510
0.8602	99978.10510
1.2780	99978.10510
1.7002	100010.94745
2.1223	99962.18153
2.5446	100026.87102
2.9669	99978.10510
3.3891	100010.94745
3.8113	99995.02389
4.2288	100010.94745
4.6511	100010.94745
5.0772	100010.94745
5.4950	99978.10510
5.9173	100026.87102
6.3358	100010.94745
6.7580	99995.02389
7.1802	99978.10510
7.6024	100010.94745
8.0245	100026.87102
8.4469	99929.33917
8.8691	100010.94745
9.2979	100043.78981
9.7201	99995.02389
