# potencia laser durante la medida en theta = 70.00 deg
# t[s]	P[uW]
0.0201	99995.02389
0.4424	100010.94745
0.8650	99962.18153
1.2889	99946.25796
1.7069	99978.10510
2.1290	100043.78981
2.5480	100043.78981
2.9703	99978.10510
3.3926	99995.02389
3.8148	99995.02389
4.2371	99962.18153
4.6593	100010.94745
5.0799	100010.94745
5.5020	99962.18153
5.9241	99978.10510
6.3415	100010.94745
6.7592	100010.94745
7.1814	100010.94745
7.6003	100010.94745
8.0226	99995.02389
8.4410	99962.18153
8.8633	99995.02389
9.2905	99995.02389
9.7125	99978.10510
