# potencia laser durante la medida en theta = 170.00 deg
# t[s]	P[uW]
0.0191	99995.02389
0.4413	99978.10510
0.8598	99946.25796
1.2837	100026.87102
1.7065	100010.94745
2.1287	99962.18153
2.5508	100010.94745
2.9683	100010.94745
3.3905	100043.78981
3.8127	100010.94745
4.2350	99962.18153
4.6525	99995.02389
5.0748	99978.10510
5.4982	100026.87102
5.9183	100092.55573
6.3404	100026.87102
6.7627	100010.94745
7.1849	100026.87102
7.6072	99978.10510
8.0295	99995.02389
8.4517	100026.87102
8.8739	99962.18153
9.2929	100010.94745
9.7238	99995.02389
