# potencia laser durante la medida en theta = 150.00 deg
# t[s]	P[uW]
0.0188	99946.25796
0.4411	99962.18153
0.8595	99995.02389
1.2883	99946.25796
1.7060	99946.25796
2.1245	99978.10510
2.5468	99962.18153
2.9690	99913.41561
3.3888	99929.33917
3.8063	99995.02389
4.2239	99962.18153
4.6462	99946.25796
5.0748	100026.87102
5.4960	99962.18153
5.9152	99962.18153
6.3373	99978.10510
6.7596	99995.02389
7.1818	100026.87102
7.6003	99946.25796
8.0184	100010.94745
8.4361	99995.02389
8.8584	99978.10510
9.2812	99978.10510
9.6992	100026.87102
