Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-27
Time (HH:MM:SS):	22:23:52
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	800
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          512 	
        2	          491 	
        3	          532 	
        4	          510 	
        5	          504 	
        6	          502 	
        7	          472 	
        8	          515 	
        9	          543 	
       10	          485 	
       11	          510 	
       12	          503 	
       13	          516 	
       14	          490 	
       15	          529 	
       16	          517 	
       17	          500 	
       18	          502 	
       19	          505 	
       20	          527 	
       21	          573 	
       22	          517 	
       23	          527 	
       24	          477 	
       25	          503 	
       26	          548 	
       27	          502 	
       28	          538 	
       29	          513 	
       30	          524 	
       31	          502 	
       32	          513 	
       33	          457 	
       34	          529 	
       35	          529 	
       36	          519 	
       37	          511 	
       38	          510 	
       39	          560 	
       40	          483 	
       41	          543 	
       42	          508 	
       43	          509 	
       44	          519 	
       45	          532 	
       46	          529 	
       47	          518 	
       48	          507 	
       49	          531 	
       50	          483 	
       51	          503 	
       52	          512 	
       53	          493 	
       54	          510 	
       55	          495 	
       56	          471 	
       57	          542 	
       58	          544 	
       59	          525 	
       60	          501 	
       61	          447 	
       62	          488 	
       63	          494 	
       64	          601 	
       65	          486 	
       66	          543 	
       67	          519 	
       68	          484 	
       69	          490 	
       70	          489 	
       71	          531 	
       72	          504 	
       73	          529 	
       74	          522 	
       75	          487 	
       76	          512 	
       77	          497 	
       78	          555 	
       79	          544 	
       80	          520 	
       81	          523 	
       82	          520 	
       83	          519 	
       84	          551 	
       85	          529 	
       86	          495 	
       87	          498 	
       88	          521 	
       89	          523 	
       90	          478 	
       91	          499 	
       92	          542 	
       93	          522 	
       94	          517 	
       95	          508 	
       96	          500 	
       97	          502 	
       98	          533 	
       99	          534 	
      100	          510 	
      101	          493 	
      102	          500 	
      103	          584 	
      104	          507 	
      105	          506 	
      106	          492 	
      107	          512 	
      108	          524 	
      109	          531 	
      110	          443 	
      111	          522 	
      112	          528 	
      113	          563 	
      114	          529 	
      115	          537 	
      116	          486 	
      117	          506 	
      118	          485 	
      119	          512 	
      120	          483 	
      121	          534 	
      122	          515 	
      123	          496 	
      124	          518 	
      125	          511 	
      126	          550 	
      127	          487 	
      128	          509 	
      129	          498 	
      130	          527 	
      131	          572 	
      132	          532 	
      133	          540 	
      134	          516 	
      135	          465 	
      136	          481 	
      137	          487 	
      138	          503 	
      139	          490 	
      140	          489 	
      141	          523 	
      142	          544 	
      143	          511 	
      144	          493 	
      145	          527 	
      146	          538 	
      147	          486 	
      148	          520 	
      149	          497 	
      150	          510 	
      151	          482 	
      152	          516 	
      153	          514 	
      154	          473 	
      155	          474 	
      156	          494 	
      157	          509 	
      158	          525 	
      159	          547 	
      160	          498 	
      161	          471 	
      162	          491 	
      163	          528 	
      164	          505 	
      165	          475 	
      166	          512 	
      167	          522 	
      168	          522 	
      169	          519 	
      170	          496 	
      171	          513 	
      172	          506 	
      173	          524 	
      174	          513 	
      175	          502 	
      176	          502 	
      177	          515 	
      178	          517 	
      179	          528 	
      180	          529 	
      181	          517 	
      182	          493 	
      183	          518 	
      184	          484 	
      185	          500 	
      186	          505 	
      187	          517 	
      188	          466 	
      189	          510 	
      190	          517 	
      191	          464 	
      192	          535 	
      193	          518 	
      194	          460 	
      195	          485 	
      196	          560 	
      197	          515 	
      198	          479 	
      199	          459 	
      200	          484 	
      201	          510 	
      202	          491 	
      203	          516 	
      204	          513 	
      205	          515 	
      206	          503 	
      207	          534 	
      208	          533 	
      209	          477 	
      210	          533 	
      211	          476 	
      212	          529 	
      213	          559 	
      214	          522 	
      215	          503 	
      216	          477 	
      217	          503 	
      218	          484 	
      219	          506 	
      220	          481 	
      221	          493 	
      222	          512 	
      223	          506 	
      224	          522 	
      225	          577 	
      226	          481 	
      227	          501 	
      228	          508 	
      229	          503 	
      230	          529 	
      231	          529 	
      232	          532 	
      233	          514 	
      234	          509 	
      235	          475 	
      236	          487 	
      237	          501 	
      238	          579 	
      239	          541 	
      240	          492 	
      241	          536 	
      242	          518 	
      243	          523 	
      244	          498 	
      245	          522 	
      246	          493 	
      247	          522 	
      248	          563 	
      249	          479 	
      250	          520 	
      251	          498 	
      252	          522 	
      253	          498 	
      254	          527 	
      255	          577 	
      256	          524 	
      257	          530 	
      258	          494 	
      259	          526 	
      260	          530 	
      261	          471 	
      262	          517 	
      263	          543 	
      264	          531 	
      265	          467 	
      266	          535 	
      267	          486 	
      268	          489 	
      269	          478 	
      270	          509 	
      271	          462 	
      272	          514 	
      273	          524 	
      274	          534 	
      275	          497 	
      276	          540 	
      277	          568 	
      278	          499 	
      279	          520 	
      280	          535 	
      281	          514 	
      282	          506 	
      283	          512 	
      284	          504 	
      285	          520 	
      286	          498 	
      287	          500 	
      288	          516 	
      289	          516 	
      290	          504 	
      291	          518 	
      292	          521 	
      293	          503 	
      294	          572 	
      295	          536 	
      296	          562 	
      297	          520 	
      298	          532 	
      299	          502 	
      300	          527 	
      301	          514 	
      302	          478 	
      303	          513 	
      304	          514 	
      305	          508 	
      306	          506 	
      307	          510 	
      308	          540 	
      309	          501 	
      310	          523 	
      311	          460 	
      312	          477 	
      313	          468 	
      314	          466 	
      315	          492 	
      316	          522 	
      317	          534 	
      318	          484 	
      319	          477 	
      320	          534 	
      321	          511 	
      322	          496 	
      323	          525 	
      324	          538 	
      325	          515 	
      326	          485 	
      327	          500 	
      328	          504 	
      329	          542 	
      330	          491 	
      331	          480 	
      332	          550 	
      333	          513 	
      334	          516 	
      335	          467 	
      336	          457 	
      337	          541 	
      338	          522 	
      339	          515 	
      340	          484 	
      341	          527 	
      342	          513 	
      343	          511 	
      344	          549 	
      345	          537 	
      346	          508 	
      347	          481 	
      348	          506 	
      349	          512 	
      350	          489 	
      351	          488 	
      352	          516 	
      353	          517 	
      354	          532 	
      355	          554 	
      356	          510 	
      357	          495 	
      358	          483 	
      359	          508 	
      360	          525 	
      361	          533 	
      362	          500 	
      363	          558 	
      364	          548 	
      365	          498 	
      366	          512 	
      367	          509 	
      368	          539 	
      369	          523 	
      370	          477 	
      371	          525 	
      372	          532 	
      373	          500 	
      374	          548 	
      375	          469 	
      376	          491 	
      377	          494 	
      378	          459 	
      379	          491 	
      380	          523 	
      381	          487 	
      382	          538 	
      383	          566 	
      384	          557 	
      385	          508 	
