Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-27
Time (HH:MM:SS):	22:12:37
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	800
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	            7 	
        2	            5 	
        3	            7 	
        4	            6 	
        5	           15 	
        6	           13 	
        7	            4 	
        8	            1 	
        9	            6 	
       10	            7 	
       11	            2 	
       12	           10 	
       13	            4 	
       14	            8 	
       15	            7 	
       16	            5 	
       17	            7 	
       18	            4 	
       19	            4 	
       20	            6 	
       21	            4 	
       22	            6 	
       23	           10 	
       24	           11 	
       25	            6 	
       26	            9 	
       27	            4 	
       28	            8 	
       29	            1 	
       30	           10 	
       31	            7 	
       32	           11 	
       33	            3 	
       34	            6 	
       35	            9 	
       36	            2 	
       37	            7 	
       38	            6 	
       39	            8 	
       40	            5 	
       41	            8 	
       42	            8 	
       43	            8 	
       44	            3 	
       45	            7 	
       46	            5 	
       47	            8 	
       48	           11 	
       49	            2 	
       50	            4 	
       51	            5 	
       52	            6 	
       53	            8 	
       54	            8 	
       55	            4 	
       56	            5 	
       57	           10 	
       58	            5 	
       59	            6 	
       60	            7 	
       61	           10 	
       62	           13 	
       63	            5 	
       64	            2 	
       65	            5 	
       66	            0 	
       67	            5 	
       68	           10 	
       69	            5 	
       70	            3 	
       71	            3 	
       72	            4 	
       73	            4 	
       74	            3 	
       75	            3 	
       76	            5 	
       77	            6 	
       78	            6 	
       79	            3 	
       80	           12 	
       81	            4 	
       82	            5 	
       83	            5 	
       84	            8 	
       85	            2 	
       86	            5 	
       87	            6 	
       88	            8 	
       89	            9 	
       90	            9 	
       91	            4 	
       92	            8 	
       93	           11 	
       94	            5 	
       95	            6 	
       96	            2 	
       97	            9 	
       98	            6 	
       99	            5 	
      100	            8 	
      101	            7 	
      102	            6 	
      103	           10 	
      104	            7 	
      105	            3 	
      106	            6 	
      107	            6 	
      108	            5 	
      109	            9 	
      110	            7 	
      111	            4 	
      112	           11 	
      113	            4 	
      114	            3 	
      115	            3 	
      116	            3 	
      117	            7 	
      118	            6 	
      119	            3 	
      120	            7 	
      121	            7 	
      122	            6 	
      123	           10 	
      124	            7 	
      125	            4 	
      126	            2 	
      127	           11 	
      128	            2 	
      129	           12 	
      130	            5 	
      131	            7 	
      132	            3 	
      133	            1 	
      134	            6 	
      135	            5 	
      136	            6 	
      137	            5 	
      138	            7 	
      139	            1 	
      140	            3 	
      141	            4 	
      142	            5 	
      143	            9 	
      144	            8 	
      145	            8 	
      146	            6 	
      147	            7 	
      148	            6 	
      149	            5 	
      150	            8 	
      151	            6 	
      152	            8 	
      153	            9 	
      154	           11 	
      155	            9 	
      156	            3 	
      157	            6 	
      158	            8 	
      159	            4 	
      160	            6 	
      161	            2 	
      162	            8 	
      163	            2 	
      164	            5 	
      165	            4 	
      166	            8 	
      167	            7 	
      168	            3 	
      169	            5 	
      170	            0 	
      171	            8 	
      172	            9 	
      173	            5 	
      174	            4 	
      175	            3 	
      176	            8 	
      177	            7 	
      178	            9 	
      179	            3 	
      180	            9 	
      181	            7 	
      182	            5 	
      183	            3 	
      184	            7 	
      185	            5 	
      186	            5 	
      187	            6 	
      188	            7 	
      189	            5 	
      190	            7 	
      191	            2 	
      192	            3 	
      193	            7 	
      194	            6 	
      195	            4 	
      196	            5 	
      197	            5 	
      198	            3 	
      199	            5 	
      200	            9 	
      201	            6 	
      202	            4 	
      203	           10 	
      204	            5 	
      205	            5 	
      206	            4 	
      207	            5 	
      208	            7 	
      209	            6 	
      210	           11 	
      211	           13 	
      212	            6 	
      213	            7 	
      214	            3 	
      215	            4 	
      216	            6 	
      217	            6 	
      218	            9 	
      219	            9 	
      220	            9 	
      221	            4 	
      222	            6 	
      223	            5 	
      224	            8 	
      225	           12 	
      226	           11 	
      227	           11 	
      228	            2 	
      229	            9 	
      230	            4 	
      231	            5 	
      232	            4 	
      233	            4 	
      234	            3 	
      235	           10 	
      236	           10 	
      237	            6 	
      238	            8 	
      239	            6 	
      240	            7 	
      241	            7 	
      242	            9 	
      243	            7 	
      244	            9 	
      245	           10 	
      246	            6 	
      247	            7 	
      248	            6 	
      249	           10 	
      250	            7 	
      251	           11 	
      252	            7 	
      253	            8 	
      254	            6 	
      255	           11 	
      256	            9 	
      257	           11 	
      258	            5 	
      259	            6 	
      260	            2 	
      261	           13 	
      262	            4 	
      263	            3 	
      264	            8 	
      265	            9 	
      266	            7 	
      267	            7 	
      268	            5 	
      269	            6 	
      270	            7 	
      271	            8 	
      272	            5 	
      273	            7 	
      274	            7 	
      275	           11 	
      276	            9 	
      277	           14 	
      278	           13 	
      279	            6 	
      280	            7 	
      281	            3 	
      282	            2 	
      283	            8 	
      284	            7 	
      285	            8 	
      286	            7 	
      287	            6 	
      288	            6 	
