Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-27
Time (HH:MM:SS):	22:35:20
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	800
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          526 	
        2	          461 	
        3	          483 	
        4	          541 	
        5	          451 	
        6	          497 	
        7	          514 	
        8	          480 	
        9	          523 	
       10	          475 	
       11	          475 	
       12	          467 	
       13	          489 	
       14	          485 	
       15	          474 	
       16	          462 	
       17	          461 	
       18	          478 	
       19	          461 	
       20	          504 	
       21	          497 	
       22	          483 	
       23	          504 	
       24	          503 	
       25	          512 	
       26	          482 	
       27	          479 	
       28	          489 	
       29	          510 	
       30	          484 	
       31	          511 	
       32	          511 	
       33	          503 	
       34	          538 	
       35	          498 	
       36	          560 	
       37	          467 	
       38	          511 	
       39	          549 	
       40	          517 	
       41	          500 	
       42	          539 	
       43	          498 	
       44	          520 	
       45	          533 	
       46	          493 	
       47	          537 	
       48	          512 	
       49	          556 	
       50	          553 	
       51	          532 	
       52	          525 	
       53	          509 	
       54	          562 	
       55	          526 	
       56	          517 	
       57	          528 	
       58	          531 	
       59	          544 	
       60	          549 	
       61	          570 	
       62	          490 	
       63	          560 	
       64	          469 	
       65	          553 	
       66	          538 	
       67	          524 	
       68	          533 	
       69	          537 	
       70	          509 	
       71	          520 	
       72	          570 	
       73	          486 	
       74	          560 	
       75	          538 	
       76	          523 	
       77	          537 	
       78	          562 	
       79	          513 	
       80	          499 	
       81	          501 	
       82	          521 	
       83	          517 	
       84	          505 	
       85	          498 	
       86	          497 	
       87	          521 	
       88	          473 	
       89	          551 	
       90	          505 	
       91	          471 	
       92	          496 	
       93	          538 	
       94	          510 	
       95	          496 	
       96	          499 	
       97	          470 	
       98	          524 	
       99	          516 	
      100	          503 	
      101	          488 	
      102	          490 	
      103	          502 	
      104	          497 	
      105	          482 	
      106	          470 	
      107	          495 	
      108	          501 	
      109	          462 	
      110	          463 	
      111	          505 	
      112	          468 	
      113	          556 	
      114	          512 	
      115	          506 	
      116	          498 	
      117	          515 	
      118	          434 	
      119	          465 	
      120	          480 	
      121	          451 	
      122	          450 	
      123	          474 	
      124	          522 	
      125	          499 	
      126	          497 	
      127	          475 	
      128	          470 	
      129	          472 	
      130	          488 	
      131	          472 	
      132	          478 	
      133	          494 	
      134	          472 	
      135	          501 	
      136	          515 	
      137	          454 	
      138	          474 	
      139	          478 	
      140	          514 	
      141	          494 	
      142	          497 	
      143	          464 	
      144	          505 	
      145	          464 	
      146	          501 	
      147	          538 	
      148	          518 	
      149	          513 	
      150	          500 	
      151	          505 	
      152	          485 	
      153	          515 	
      154	          528 	
      155	          524 	
      156	          531 	
      157	          517 	
      158	          499 	
      159	          531 	
      160	          535 	
      161	          541 	
      162	          525 	
      163	          513 	
      164	          530 	
      165	          583 	
      166	          505 	
      167	          545 	
      168	          521 	
      169	          509 	
      170	          512 	
      171	          527 	
      172	          537 	
      173	          528 	
      174	          487 	
      175	          520 	
      176	          559 	
      177	          574 	
      178	          553 	
      179	          500 	
      180	          514 	
      181	          549 	
      182	          496 	
      183	          571 	
      184	          534 	
      185	          485 	
      186	          542 	
      187	          527 	
      188	          549 	
      189	          494 	
      190	          520 	
      191	          554 	
      192	          486 	
      193	          525 	
      194	          521 	
      195	          495 	
      196	          508 	
      197	          472 	
      198	          526 	
      199	          487 	
      200	          542 	
      201	          542 	
      202	          513 	
      203	          501 	
      204	          502 	
      205	          521 	
      206	          503 	
      207	          473 	
      208	          510 	
      209	          499 	
      210	          512 	
      211	          498 	
      212	          516 	
      213	          472 	
      214	          513 	
      215	          495 	
      216	          538 	
      217	          517 	
      218	          494 	
      219	          480 	
      220	          503 	
      221	          497 	
      222	          480 	
      223	          461 	
      224	          475 	
      225	          508 	
      226	          510 	
      227	          487 	
      228	          503 	
      229	          461 	
      230	          501 	
      231	          492 	
      232	          445 	
      233	          461 	
      234	          501 	
      235	          532 	
      236	          453 	
      237	          445 	
      238	          503 	
      239	          463 	
      240	          515 	
      241	          478 	
      242	          489 	
      243	          492 	
      244	          465 	
      245	          506 	
      246	          535 	
      247	          474 	
      248	          485 	
      249	          483 	
      250	          489 	
      251	          488 	
      252	          503 	
      253	          467 	
      254	          532 	
      255	          486 	
      256	          484 	
      257	          498 	
      258	          535 	
      259	          517 	
      260	          456 	
      261	          518 	
      262	          540 	
      263	          526 	
      264	          564 	
      265	          543 	
      266	          529 	
      267	          535 	
      268	          500 	
      269	          491 	
      270	          494 	
      271	          490 	
      272	          538 	
      273	          511 	
      274	          511 	
      275	          537 	
      276	          523 	
      277	          534 	
      278	          535 	
      279	          527 	
      280	          528 	
      281	          511 	
      282	          502 	
      283	          516 	
      284	          556 	
