Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-06-27
Time (HH:MM:SS):	22:15:08
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.001
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	Yes
Array Measurement Continuously:	No
Bins per Array:	800
Active APD Gating:	No
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	            9 	
        2	            6 	
        3	            3 	
        4	            2 	
        5	            6 	
        6	            7 	
        7	            7 	
        8	            4 	
        9	            4 	
       10	            3 	
       11	            8 	
       12	            5 	
       13	            6 	
       14	            4 	
       15	            6 	
       16	            5 	
       17	            2 	
       18	            6 	
       19	            4 	
       20	            0 	
       21	            7 	
       22	            6 	
       23	            6 	
       24	            2 	
       25	            7 	
       26	            3 	
       27	            1 	
       28	            3 	
       29	            5 	
       30	            7 	
       31	            3 	
       32	            5 	
       33	            9 	
       34	           10 	
       35	            5 	
       36	            5 	
       37	            6 	
       38	            3 	
       39	            6 	
       40	            4 	
       41	            3 	
       42	            7 	
       43	            3 	
       44	            3 	
       45	           12 	
       46	            3 	
       47	            2 	
       48	           12 	
       49	            4 	
       50	            6 	
       51	            5 	
       52	           11 	
       53	            4 	
       54	            6 	
       55	            0 	
       56	            6 	
       57	           10 	
       58	            3 	
       59	            6 	
       60	            6 	
       61	            1 	
       62	            3 	
       63	            3 	
       64	            7 	
       65	            4 	
       66	            6 	
       67	            6 	
       68	            4 	
       69	            5 	
       70	            2 	
       71	            6 	
       72	            7 	
       73	            4 	
       74	            6 	
       75	            6 	
       76	           10 	
       77	            6 	
       78	            3 	
       79	            2 	
       80	            9 	
       81	            6 	
       82	            6 	
       83	            6 	
       84	            8 	
       85	            2 	
       86	           10 	
       87	            9 	
       88	            7 	
       89	            7 	
       90	            7 	
       91	           10 	
       92	            5 	
       93	            4 	
       94	           12 	
       95	            7 	
       96	            8 	
       97	            5 	
       98	           13 	
       99	            2 	
      100	            6 	
      101	            6 	
      102	            5 	
      103	            4 	
      104	            5 	
      105	            3 	
      106	            8 	
      107	            2 	
      108	            8 	
      109	            5 	
      110	            7 	
      111	            4 	
      112	            2 	
      113	           10 	
      114	            3 	
      115	            7 	
      116	            0 	
      117	            8 	
      118	            8 	
      119	            7 	
      120	            4 	
      121	            5 	
      122	            5 	
      123	            3 	
      124	            7 	
      125	            5 	
      126	           10 	
      127	            6 	
      128	            8 	
      129	            7 	
      130	           10 	
      131	            6 	
      132	            8 	
      133	            9 	
      134	            8 	
      135	            4 	
      136	            6 	
      137	            1 	
      138	            8 	
      139	            1 	
      140	            6 	
      141	           13 	
      142	            5 	
      143	            8 	
      144	            6 	
      145	           10 	
      146	            4 	
      147	           14 	
      148	            5 	
      149	            5 	
      150	            3 	
      151	            7 	
      152	            6 	
      153	            4 	
      154	            5 	
      155	            4 	
      156	            3 	
      157	            6 	
      158	            3 	
      159	            3 	
      160	            6 	
      161	            4 	
      162	            5 	
      163	            4 	
      164	            5 	
      165	            9 	
      166	            5 	
      167	           10 	
      168	            9 	
      169	            9 	
      170	            6 	
      171	            3 	
      172	            3 	
      173	            5 	
      174	            5 	
      175	            7 	
      176	            4 	
      177	            4 	
      178	            5 	
      179	            4 	
      180	            5 	
      181	            4 	
      182	            6 	
      183	            3 	
      184	            4 	
      185	            4 	
      186	           10 	
      187	            8 	
      188	           13 	
      189	            9 	
      190	            3 	
      191	            4 	
      192	            3 	
      193	            7 	
      194	            3 	
      195	            4 	
      196	            4 	
      197	            7 	
      198	            6 	
      199	            5 	
      200	            3 	
      201	            9 	
      202	            9 	
      203	            6 	
      204	            5 	
      205	            2 	
      206	            2 	
      207	           10 	
      208	            4 	
      209	           10 	
      210	            4 	
      211	            2 	
      212	            7 	
      213	            3 	
      214	            3 	
      215	            6 	
      216	            4 	
      217	           10 	
      218	            3 	
      219	            5 	
      220	           14 	
      221	            7 	
      222	            6 	
      223	            5 	
      224	            8 	
      225	            5 	
      226	            5 	
      227	            3 	
      228	           10 	
      229	            6 	
      230	            2 	
      231	            3 	
      232	            3 	
      233	            5 	
      234	            4 	
      235	            3 	
      236	            5 	
      237	            8 	
      238	            9 	
      239	            9 	
      240	            3 	
      241	            9 	
      242	            7 	
      243	            4 	
      244	            3 	
      245	            4 	
      246	           11 	
      247	            3 	
      248	            9 	
      249	           10 	
      250	           11 	
      251	            4 	
      252	            7 	
      253	            3 	
      254	            9 	
      255	            6 	
      256	            7 	
      257	            6 	
      258	           13 	
      259	            4 	
      260	            6 	
      261	            6 	
      262	            2 	
      263	            8 	
      264	           13 	
      265	            6 	
      266	            5 	
      267	            7 	
      268	            2 	
      269	            6 	
      270	           10 	
      271	            3 	
      272	            4 	
      273	            7 	
      274	            4 	
      275	            5 	
      276	            6 	
      277	            5 	
      278	            8 	
      279	            5 	
      280	           10 	
      281	            5 	
      282	            4 	
      283	            5 	
      284	           10 	
      285	            5 	
      286	           10 	
      287	            8 	
      288	            6 	
      289	            6 	
      290	            3 	
      291	            1 	
      292	            5 	
      293	            4 	
      294	           11 	
      295	            7 	
      296	            9 	
      297	            6 	
      298	            3 	
      299	            7 	
      300	            6 	
      301	            3 	
      302	            2 	
      303	            7 	
      304	           12 	
      305	            7 	
      306	            5 	
      307	            9 	
      308	           16 	
      309	            7 	
      310	            7 	
      311	            3 	
      312	            5 	
      313	            4 	
      314	            8 	
      315	            9 	
      316	            3 	
      317	            2 	
      318	            6 	
      319	            9 	
      320	            6 	
      321	            6 	
      322	            4 	
      323	            8 	
      324	            3 	
      325	            2 	
      326	            8 	
      327	            8 	
      328	            1 	
      329	            4 	
      330	            9 	
      331	            6 	
      332	            5 	
      333	            2 	
      334	            1 	
      335	            7 	
      336	            6 	
      337	            4 	
      338	            9 	
      339	            7 	
      340	           10 	
      341	            8 	
      342	            4 	
      343	            8 	
      344	            2 	
      345	            3 	
      346	            3 	
      347	            8 	
      348	            3 	
      349	            8 	
      350	            1 	
      351	            5 	
      352	            5 	
      353	            2 	
      354	            8 	
      355	           11 	
      356	            6 	
      357	            8 	
      358	            5 	
      359	            6 	
      360	            7 	
      361	            9 	
      362	            3 	
      363	            6 	
      364	            6 	
      365	            8 	
      366	            8 	
      367	            5 	
      368	            7 	
      369	            5 	
      370	            4 	
      371	            6 	
      372	            3 	
      373	            6 	
      374	            6 	
      375	            3 	
      376	            0 	
      377	            9 	
      378	            3 	
      379	            7 	
      380	            5 	
      381	            4 	
      382	           11 	
      383	            2 	
      384	            6 	
      385	            7 	
      386	            9 	
      387	            2 	
      388	            4 	
      389	            6 	
      390	            6 	
      391	            6 	
      392	            4 	
      393	            3 	
      394	            4 	
      395	            6 	
      396	            9 	
      397	            1 	
      398	            5 	
      399	            6 	
      400	            2 	
      401	            9 	
      402	            8 	
      403	            6 	
      404	            3 	
      405	            3 	
      406	            1 	
      407	            6 	
      408	            3 	
      409	            1 	
      410	            2 	
      411	            6 	
      412	           13 	
      413	            8 	
      414	            8 	
      415	            8 	
      416	            2 	
      417	            7 	
      418	            6 	
      419	            5 	
      420	            4 	
      421	            5 	
      422	            9 	
      423	            1 	
      424	            7 	
      425	            5 	
      426	            3 	
      427	            6 	
      428	            4 	
      429	           11 	
      430	            4 	
      431	            6 	
      432	            6 	
      433	            2 	
      434	            3 	
      435	            5 	
      436	            8 	
      437	            7 	
      438	            6 	
      439	            5 	
      440	            5 	
      441	            1 	
      442	           10 	
      443	            7 	
      444	            3 	
      445	            8 	
      446	            3 	
      447	            8 	
      448	            9 	
      449	            5 	
      450	           12 	
      451	            7 	
      452	            6 	
      453	            7 	
      454	            5 	
      455	           10 	
      456	            7 	
      457	            5 	
      458	            7 	
      459	            4 	
      460	            5 	
      461	            8 	
      462	            6 	
      463	            3 	
      464	            3 	
      465	            5 	
      466	            6 	
      467	            7 	
      468	            5 	
      469	            7 	
      470	            4 	
      471	            4 	
      472	            5 	
      473	            2 	
      474	            3 	
      475	            7 	
      476	            1 	
      477	            4 	
      478	            5 	
      479	            4 	
      480	            8 	
      481	            6 	
      482	            7 	
      483	            6 	
      484	            7 	
      485	            7 	
      486	            9 	
      487	            7 	
      488	            7 	
      489	            3 	
      490	            8 	
      491	            8 	
      492	            4 	
      493	            6 	
      494	            2 	
      495	            1 	
      496	            7 	
      497	            1 	
      498	            5 	
      499	            8 	
      500	            5 	
      501	            3 	
      502	            6 	
      503	            4 	
      504	            5 	
      505	            3 	
      506	            4 	
      507	            6 	
      508	            4 	
      509	            5 	
      510	            3 	
      511	            7 	
      512	            5 	
      513	            2 	
      514	            5 	
      515	            5 	
      516	            8 	
      517	            5 	
