# potencia laser durante la medida en theta = 10.00 deg
# t[s]	P[uW]
0.0212	99981.24391
0.4399	100014.10856
0.8573	100030.04294
1.2780	99981.24391
1.7000	100045.97732
2.1186	100014.10856
2.5409	100045.97732
2.9590	100014.10856
3.3813	99981.24391
3.7999	100014.10856
4.2221	100014.10856
4.6444	100014.10856
5.0667	99997.17829
5.4869	100014.10856
5.9061	99997.17829
6.3245	99981.24391
6.7466	100062.90759
7.1688	100014.10856
7.5910	99997.17829
8.0132	100045.97732
8.4316	100030.04294
8.8492	100045.97732
9.2666	100030.04294
9.6892	100062.90759
