# potencia laser durante la medida en theta = 260.00 deg
# t[s]	P[uW]
0.0194	99997.17829
0.4420	100045.97732
0.8674	99964.31364
1.2896	100078.84197
1.7076	100014.10856
2.1298	100014.10856
2.5474	100094.77635
2.9696	100030.04294
3.3918	100014.10856
3.8141	100062.90759
4.2330	99997.17829
4.6503	100045.97732
5.0732	100030.04294
5.4946	100045.97732
5.9169	100062.90759
6.3349	100030.04294
6.7571	100062.90759
7.1749	100062.90759
7.5972	100062.90759
8.0194	100014.10856
8.4368	100030.04294
8.8590	100014.10856
9.2832	100014.10856
9.7024	99964.31364
