# potencia laser durante la medida en theta = 200.00 deg
# t[s]	P[uW]
0.0184	100030.04294
0.4409	100062.90759
0.8703	99997.17829
1.2931	99981.24391
1.7153	100014.10856
2.1375	100045.97732
2.5551	100030.04294
2.9726	100014.10856
3.3916	99964.31364
3.8139	99948.37926
4.2361	99948.37926
4.6538	100030.04294
5.0768	99948.37926
5.4980	99997.17829
5.9202	99997.17829
6.3425	99997.17829
6.7648	99964.31364
7.1869	100094.77635
7.6091	100045.97732
8.0314	100014.10856
8.4488	99997.17829
8.8781	99997.17829
9.3042	99964.31364
9.7263	99997.17829
