# potencia laser durante la medida en theta = 60.00 deg
# t[s]	P[uW]
0.0187	99981.24391
0.4412	100030.04294
0.8637	100014.10856
1.2861	100030.04294
1.7035	100045.97732
2.1213	99997.17829
2.5400	99997.17829
2.9622	100045.97732
3.3845	100014.10856
3.8068	100030.04294
4.2254	100014.10856
4.6477	99964.31364
5.0699	100014.10856
5.4925	100030.04294
5.9147	100014.10856
6.3369	100030.04294
6.7551	100014.10856
7.1773	100062.90759
7.5995	99997.17829
8.0217	99997.17829
8.4440	100062.90759
8.8711	99997.17829
9.2981	99981.24391
9.7203	99997.17829
