# potencia laser durante la medida en theta = 210.00 deg
# t[s]	P[uW]
0.0192	100014.10856
0.4378	99997.17829
0.8561	100062.90759
1.2808	100030.04294
1.7038	100030.04294
2.1261	99964.31364
2.5483	100014.10856
2.9671	100045.97732
3.3848	100062.90759
3.8071	99997.17829
4.2293	100030.04294
4.6515	100014.10856
5.0697	100030.04294
5.4893	99997.17829
5.9094	100014.10856
6.3317	99997.17829
6.7538	100094.77635
7.1760	100078.84197
7.5982	99964.31364
8.0172	100014.10856
8.4367	99981.24391
8.8590	100014.10856
9.2889	99981.24391
9.7066	100078.84197
