# potencia laser durante la medida en theta = 220.00 deg
# t[s]	P[uW]
0.0197	100062.90759
0.4382	100030.04294
0.8562	100045.97732
1.2782	100030.04294
1.6959	100094.77635
2.1178	100078.84197
2.5365	100062.90759
2.9538	100062.90759
3.3757	100014.10856
3.7976	100014.10856
4.2196	100030.04294
4.6380	100014.10856
5.0601	100045.97732
5.4821	100030.04294
5.9041	99981.24391
6.3261	99997.17829
6.7439	100062.90759
7.1659	99997.17829
7.5879	100030.04294
8.0099	100030.04294
8.4277	99997.17829
8.8497	100014.10856
9.2757	100045.97732
9.7023	100094.77635
