# potencia laser durante la medida en theta = 50.00 deg
# t[s]	P[uW]
0.0187	100078.84197
0.4410	100062.90759
0.8633	100062.90759
1.2857	100014.10856
1.7063	100062.90759
2.1286	100014.10856
2.5465	100062.90759
2.9688	99981.24391
3.3909	100062.90759
3.8087	100062.90759
4.2299	100045.97732
4.6521	100078.84197
5.0744	100062.90759
5.4925	99997.17829
5.9136	99964.31364
6.3359	99997.17829
6.7534	100078.84197
7.1724	100062.90759
7.5946	100014.10856
8.0129	100045.97732
8.4316	99997.17829
8.8538	99964.31364
9.2720	99981.24391
9.6990	100014.10856
