# potencia laser durante la medida en theta = 180.00 deg
# t[s]	P[uW]
0.0188	100094.77635
0.4411	99981.24391
0.8665	99964.31364
1.2882	100062.90759
1.7059	100030.04294
2.1280	100045.97732
2.5503	99981.24391
2.9693	100030.04294
3.3915	100078.84197
3.8137	100045.97732
4.2360	100014.10856
4.6582	100094.77635
5.0863	100094.77635
5.5051	99997.17829
5.9273	99981.24391
6.3495	100045.97732
6.7717	100014.10856
7.1895	100030.04294
7.6082	100030.04294
8.0264	100094.77635
8.4487	99981.24391
8.8728	99981.24391
9.2952	100078.84197
9.7174	99997.17829
