# potencia laser durante la medida en theta = 330.00 deg
# t[s]	P[uW]
0.0187	100014.10856
0.4412	100111.70662
0.8592	100062.90759
1.2822	100030.04294
1.6997	100045.97732
2.1219	100045.97732
2.5442	100045.97732
2.9663	100045.97732
3.3886	99997.17829
3.8069	100030.04294
4.2291	100062.90759
4.6514	100111.70662
5.0693	100062.90759
5.4872	100078.84197
5.9105	99981.24391
6.3326	100030.04294
6.7548	100111.70662
7.1770	100030.04294
7.5992	100062.90759
8.0214	100094.77635
8.4436	100062.90759
8.8658	100062.90759
9.2899	100094.77635
9.7153	100014.10856
