# potencia laser durante la medida en theta = 30.00 deg
# t[s]	P[uW]
0.0191	100014.10856
0.4413	99997.17829
0.8696	100062.90759
1.2928	100030.04294
1.7109	99997.17829
2.1331	100045.97732
2.5504	100014.10856
2.9727	100014.10856
3.3913	100062.90759
3.8136	100062.90759
4.2359	100030.04294
4.6581	100062.90759
5.0805	100014.10856
5.5027	100045.97732
5.9249	100014.10856
6.3471	99997.17829
6.7694	100030.04294
7.1870	100045.97732
7.6092	100014.10856
8.0315	99964.31364
8.4492	99997.17829
8.8773	99997.17829
9.2951	99997.17829
9.7173	100014.10856
